,System,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:0046464,Endocrine,GO:0046464,acylglycerol catabolic process,3/107,38/18870,0.0012943525390477911,0.02178645492195568,0.017952629643758836,APOA4/APOC3/GPLD1,3,,
GO:0042098,Endocrine,GO:0042098,T cell proliferation,6/107,213/18870,0.0013523043409813858,0.02257221329154763,0.018600115847884322,CCDC88B/GPNMB/HLA-A/IL6ST/PRDX2/TFRC,6,,
GO:0060245,Endocrine,GO:0060245,detection of cell density,2/107,10/18870,0.001391511864340536,0.02303469639895945,0.018981214469647328,CDHR2/PTPRJ,2,,
GO:1903037,Endocrine,GO:1903037,regulation of leukocyte cell-cell adhesion,8/107,382/18870,0.0014966758718284526,0.024572473535019592,0.020248384530000118,CCDC88B/CD44/GPNMB/HLA-A/HSPD1/IL6ST/PRDX2/TFRC,8,,
GO:0032102,Endocrine,GO:0032102,negative regulation of response to external stimulus,9/107,481/18870,0.0016622688265225095,0.02692655023375686,0.02218820756577279,CPB2/HLA-A/HRG/KNG1/PLG/PRDX2/PROS1/SERPINF2/SERPING1,9,,
GO:0010982,Endocrine,GO:0010982,regulation of high-density lipoprotein particle clearance,2/107,11/18870,0.0016944485842636289,0.02692655023375686,0.02218820756577279,APOC3/GPLD1,2,,
GO:0042167,Endocrine,GO:0042167,heme catabolic process,2/107,11/18870,0.0016944485842636289,0.02692655023375686,0.02218820756577279,AMBP/BLVRB,2,,
GO:0046149,Endocrine,GO:0046149,pigment catabolic process,2/107,11/18870,0.0016944485842636289,0.02692655023375686,0.02218820756577279,AMBP/BLVRB,2,,
GO:0044242,Endocrine,GO:0044242,cellular lipid catabolic process,6/107,223/18870,0.0017072750273026069,0.02692655023375686,0.02218820756577279,APOA4/APOC1/APOC3/GPLD1/NAGLU/PLA2G7,6,,
GO:0002220,Endocrine,GO:0002220,innate immune response activating cell surface receptor signaling pathway,4/107,91/18870,0.0017887614007600788,0.027991320982206545,0.023065607536116802,COLEC11/FCN1/FCN2/NAGLU,4,,
GO:0046651,Endocrine,GO:0046651,lymphocyte proliferation,7/107,307/18870,0.0018354944182713902,0.02814864661566968,0.02319524812432407,CCDC88B/GPNMB/HLA-A/HSPD1/IL6ST/PRDX2/TFRC,7,,
GO:0008037,Endocrine,GO:0008037,cell recognition,5/107,154/18870,0.0018484930260860022,0.02814864661566968,0.02319524812432407,COLEC11/FCN1/FCN2/FETUB/MEGF8,5,,
GO:0055090,Endocrine,GO:0055090,acylglycerol homeostasis,3/107,43/18870,0.0018550281344325503,0.02814864661566968,0.02319524812432407,APOA4/APOC3/APOC4,3,,
GO:0070328,Endocrine,GO:0070328,triglyceride homeostasis,3/107,43/18870,0.0018550281344325503,0.02814864661566968,0.02319524812432407,APOA4/APOC3/APOC4,3,,
GO:0015850,Endocrine,GO:0015850,organic hydroxy compound transport,7/107,308/18870,0.0018695703017859962,0.02815600988328835,0.02320131565651319,APOA4/APOC1/APOC3/CLU/LCAT/PON1/RBP4,7,,
GO:0070741,Endocrine,GO:0070741,response to interleukin-6,3/107,44/18870,0.001982610855598493,0.029403802999943992,0.02422953102131654,CAMP/CHI3L1/IL6ST,3,,
GO:0090207,Endocrine,GO:0090207,regulation of triglyceride metabolic process,3/107,44/18870,0.001982610855598493,0.029403802999943992,0.02422953102131654,APOA4/APOC3/GPLD1,3,,
GO:0007162,Endocrine,GO:0007162,negative regulation of cell adhesion,7/107,312/18870,0.0020108194651830688,0.029403802999943992,0.02422953102131654,CDH13/CDSN/GPNMB/HRG/KNG1/PLG/PRDX2,7,,
GO:0002424,Endocrine,GO:0002424,T cell mediated immune response to tumor cell,2/107,12/18870,0.002025823671488902,0.029403802999943992,0.02422953102131654,HLA-A/HSPD1,2,,
GO:0034379,Endocrine,GO:0034379,very-low-density lipoprotein particle assembly,2/107,12/18870,0.002025823671488902,0.029403802999943992,0.02422953102131654,APOC1/APOC3,2,,
GO:0032943,Endocrine,GO:0032943,mononuclear cell proliferation,7/107,314/18870,0.0020844787363225544,0.030037488552907027,0.024751705100747937,CCDC88B/GPNMB/HLA-A/HSPD1/IL6ST/PRDX2/TFRC,7,,
GO:0001819,Endocrine,GO:0001819,positive regulation of cytokine production,9/107,499/18870,0.002133241831724298,0.030520595635312637,0.025149798437170672,CCDC88B/CHI3L1/CLU/FCN1/HLA-A/HSPD1/IL6ST/PTPRJ/SERPINF2,9,,
GO:0072593,Endocrine,GO:0072593,reactive oxygen species metabolic process,6/107,234/18870,0.0021751692589915984,0.030691253384274336,0.025290425050078648,APOA4/HBA1/HBB/NAGLU/PON3/PRDX2,6,,
GO:0034109,Endocrine,GO:0034109,homotypic cell-cell adhesion,4/107,96/18870,0.002175815267382404,0.030691253384274336,0.025290425050078648,CDHR2/HBB/IL6ST/PPIA,4,,
GO:0002429,Endocrine,GO:0002429,immune response-activating cell surface receptor signaling pathway,7/107,318/18870,0.0022380609981795985,0.031348504750725426,0.02583201799886353,COLEC11/FCN1/FCN2/GPLD1/HLA-A/NAGLU/PTPRJ,7,,
GO:0006909,Endocrine,GO:0006909,phagocytosis,6/107,237/18870,0.0023181341527045455,0.0322446021379667,0.02657042654561935,AHSG/COLEC11/FCN1/FCN2/GSN/PTPRJ,6,,
GO:0006787,Endocrine,GO:0006787,porphyrin-containing compound catabolic process,2/107,13/18870,0.0023853109598778494,0.03248456377895381,0.02676816144488508,AMBP/BLVRB,2,,
GO:0033015,Endocrine,GO:0033015,tetrapyrrole catabolic process,2/107,13/18870,0.0023853109598778494,0.03248456377895381,0.02676816144488508,AMBP/BLVRB,2,,
GO:0070278,Endocrine,GO:0070278,extracellular matrix constituent secretion,2/107,13/18870,0.0023853109598778494,0.03248456377895381,0.02676816144488508,CPB2/ENG,2,,
GO:0022409,Endocrine,GO:0022409,positive regulation of cell-cell adhesion,7/107,322/18870,0.002400257333642119,0.03248456377895381,0.02676816144488508,CCDC88B/CD44/HLA-A/HSPD1/IL6ST/SERPINF2/TFRC,7,,
GO:0007160,Endocrine,GO:0007160,cell-matrix adhesion,6/107,239/18870,0.002417308106633474,0.032495759312663415,0.026777386868253532,CD44/CDH13/FN1/HRG/PTPRJ/ZYX,6,,
GO:0098869,Endocrine,GO:0098869,cellular oxidant detoxification,4/107,99/18870,0.0024338654251962032,0.03250021631111997,0.026781059555843135,APOA4/HBA1/HBB/PRDX2,4,,
GO:0006623,Endocrine,GO:0006623,protein targeting to vacuole,3/107,48/18870,0.002547071157558073,0.033786645884694176,0.02784111240886063,CLU/GNPTG/LAMP2,3,,
GO:0001558,Endocrine,GO:0001558,regulation of cell growth,8/107,417/18870,0.0025821335492539755,0.03402640459970864,0.028038680091622116,CDHR2/FBP1/FN1/HRG/IGFBP3/INO80/MEGF8/PTPRJ,8,,
GO:0010906,Endocrine,GO:0010906,regulation of glucose metabolic process,4/107,103/18870,0.0028096782990207456,0.03678291263358532,0.030310117460368276,FBP1/GPLD1/IGFBP3/MST1,4,,
GO:0051897,Endocrine,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,5/107,171/18870,0.002912143470759887,0.037876775142415935,0.031211489830153812,CHI3L1/ENG/F7/FN1/PTPRJ,5,,
GO:0016042,Endocrine,GO:0016042,lipid catabolic process,7/107,334/18870,0.002941739384736044,0.03801486443629868,0.03132527915291081,APOA4/APOC1/APOC3/DPEP2/GPLD1/NAGLU/PLA2G7,7,,
GO:0042102,Endocrine,GO:0042102,positive regulation of T cell proliferation,4/107,105/18870,0.0030117050691338813,0.038669520855610026,0.03186473379488479,CCDC88B/HLA-A/IL6ST/TFRC,4,,
GO:0006641,Endocrine,GO:0006641,triglyceride metabolic process,4/107,106/18870,0.0031163475097066187,0.039167019319124995,0.032274686019595863,APOA4/APOC1/APOC3/GPLD1,4,,
GO:0032963,Endocrine,GO:0032963,collagen metabolic process,4/107,106/18870,0.0031163475097066187,0.039167019319124995,0.032274686019595863,ENG/NAGLU/PEPD/SERPINF2,4,,
GO:0015670,Endocrine,GO:0015670,carbon dioxide transport,2/107,15/18870,0.003187331077891849,0.039167019319124995,0.032274686019595863,HBA1/HBB,2,,
GO:0015671,Endocrine,GO:0015671,oxygen transport,2/107,15/18870,0.003187331077891849,0.039167019319124995,0.032274686019595863,HBA1/HBB,2,,
GO:0046348,Endocrine,GO:0046348,amino sugar catabolic process,2/107,15/18870,0.003187331077891849,0.039167019319124995,0.032274686019595863,CHI3L1/CTBS,2,,
GO:0061684,Endocrine,GO:0061684,chaperone-mediated autophagy,2/107,15/18870,0.003187331077891849,0.039167019319124995,0.032274686019595863,CLU/LAMP2,2,,
GO:0090209,Endocrine,GO:0090209,negative regulation of triglyceride metabolic process,2/107,15/18870,0.003187331077891849,0.039167019319124995,0.032274686019595863,APOC3/GPLD1,2,,
GO:1901136,Endocrine,GO:1901136,carbohydrate derivative catabolic process,5/107,178/18870,0.00345815726323954,0.04223590852602926,0.0348035339458254,CD44/CHI3L1/CTBS/NAGLU/PGLYRP2,5,,
GO:0009636,Endocrine,GO:0009636,response to toxic substance,6/107,258/18870,0.0035263443537610385,0.04251074801797335,0.035030009140070005,APOA4/HBA1/HBB/PON1/PON3/PRDX2,6,,
GO:0002768,Endocrine,GO:0002768,immune response-regulating cell surface receptor signaling pathway,7/107,346/18870,0.003572465402693374,0.04251074801797335,0.035030009140070005,COLEC11/FCN1/FCN2/GPLD1/HLA-A/NAGLU/PTPRJ,7,,
GO:0002836,Endocrine,GO:0002836,positive regulation of response to tumor cell,2/107,16/18870,0.0036292251178599317,0.04251074801797335,0.035030009140070005,HRG/HSPD1,2,,
GO:0002839,Endocrine,GO:0002839,positive regulation of immune response to tumor cell,2/107,16/18870,0.0036292251178599317,0.04251074801797335,0.035030009140070005,HRG/HSPD1,2,,
GO:0016045,Endocrine,GO:0016045,detection of bacterium,2/107,16/18870,0.0036292251178599317,0.04251074801797335,0.035030009140070005,HLA-A/PGLYRP2,2,,
GO:0034638,Endocrine,GO:0034638,phosphatidylcholine catabolic process,2/107,16/18870,0.0036292251178599317,0.04251074801797335,0.035030009140070005,APOC1/PLA2G7,2,,
GO:0072378,Endocrine,GO:0072378,"blood coagulation, fibrin clot formation",2/107,16/18870,0.0036292251178599317,0.04251074801797335,0.035030009140070005,F13A1/F13B,2,,
GO:0034381,Endocrine,GO:0034381,plasma lipoprotein particle clearance,3/107,55/18870,0.0037542970251096186,0.04346738116355241,0.03581830079325757,APOC1/APOC3/GPLD1,3,,
GO:0042304,Endocrine,GO:0042304,regulation of fatty acid biosynthetic process,3/107,55/18870,0.0037542970251096186,0.04346738116355241,0.03581830079325757,APOA4/APOC1/APOC3,3,,
GO:0045833,Endocrine,GO:0045833,negative regulation of lipid metabolic process,4/107,112/18870,0.003796761014964413,0.04350891454989137,0.035852525429870816,APOC1/APOC3/DKK3/GPLD1,4,,
GO:0042129,Endocrine,GO:0042129,regulation of T cell proliferation,5/107,182/18870,0.003801328031068892,0.04350891454989137,0.035852525429870816,CCDC88B/GPNMB/HLA-A/IL6ST/TFRC,5,,
GO:1905952,Endocrine,GO:1905952,regulation of lipid localization,5/107,183/18870,0.0038908014365427925,0.04427997316701826,0.036487898639348676,APOA4/APOC1/APOC3/APOC4/PON1,5,,
GO:0001954,Endocrine,GO:0001954,positive regulation of cell-matrix adhesion,3/107,56/18870,0.003950611508584663,0.04470663758019819,0.036839481685761226,CDH13/HRG/PTPRJ,3,,
GO:0048771,Endocrine,GO:0048771,tissue remodeling,5/107,184/18870,0.003981774958019379,0.04480615303883604,0.036921485122261295,GPNMB/HRG/PLG/SPP2/TFRC,5,,
GO:0006491,Endocrine,GO:0006491,N-glycan processing,2/107,17/18870,0.004097953740206336,0.045601118564629395,0.037576558272769206,GNPTG/PRKCSH,2,,
GO:0060192,Endocrine,GO:0060192,negative regulation of lipase activity,2/107,17/18870,0.004097953740206336,0.045601118564629395,0.037576558272769206,APOC1/APOC3,2,,
GO:0046890,Endocrine,GO:0046890,regulation of lipid biosynthetic process,5/107,189/18870,0.00445962993117792,0.049351595315742396,0.0406670528181854,APOA4/APOC1/APOC3/DKK3/GPLD1,5,,
