,Hcluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:0046486,C4,GO:0046486,glycerolipid metabolic process,6/68,390/18870,0.002790645598898529,0.026190229694006938,0.019714903598343964,APOA2/APOA4/APOC1/APOC2/APOC3/PON1,6,,
GO:0044241,C4,GO:0044241,lipid digestion,2/68,22/18870,0.002821270687349222,0.026190229694006938,0.019714903598343964,APOA2/APOA4,2,,
GO:0090208,C4,GO:0090208,positive regulation of triglyceride metabolic process,2/68,22/18870,0.002821270687349222,0.026190229694006938,0.019714903598343964,APOA4/APOC2,2,,
GO:0098856,C4,GO:0098856,intestinal lipid absorption,2/68,22/18870,0.002821270687349222,0.026190229694006938,0.019714903598343964,APOA2/APOA4,2,,
GO:0061744,C4,GO:0061744,motor behavior,2/68,23/18870,0.0030827940116246086,0.02844662019109893,0.02141341948194339,DPP4/NAGLU,2,,
GO:0006633,C4,GO:0006633,fatty acid biosynthetic process,4/68,168/18870,0.0031703839618268358,0.029080724316518772,0.02189074640309006,APOA4/APOC1/APOC2/APOC3,4,,
GO:0150076,C4,GO:0150076,neuroinflammatory response,3/68,82/18870,0.0032345703271870587,0.029493922332516315,0.02220178449430171,CLU/IGF1/NAGLU,3,,
GO:0007492,C4,GO:0007492,endoderm development,3/68,83/18870,0.0033472884146196857,0.02974430827867792,0.02239026450568877,COL6A1/FN1/VTN,3,,
GO:0061844,C4,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,3/68,83/18870,0.0033472884146196857,0.02974430827867792,0.02239026450568877,CAMP/F2/HRG,3,,
GO:0010640,C4,GO:0010640,regulation of platelet-derived growth factor receptor signaling pathway,2/68,24/18870,0.003355247307118873,0.02974430827867792,0.02239026450568877,F7/PTPRJ,2,,
GO:0045723,C4,GO:0045723,positive regulation of fatty acid biosynthetic process,2/68,24/18870,0.003355247307118873,0.02974430827867792,0.02239026450568877,APOA4/APOC2,2,,
GO:0048660,C4,GO:0048660,regulation of smooth muscle cell proliferation,4/68,171/18870,0.003377841628013391,0.02974430827867792,0.02239026450568877,CDH13/DBH/IGF1/IGFBP3,4,,
GO:0051897,C4,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,4/68,171/18870,0.003377841628013391,0.02974430827867792,0.02239026450568877,F7/FN1/IGF1/PTPRJ,4,,
GO:0043542,C4,GO:0043542,endothelial cell migration,5/68,284/18870,0.003587894287820595,0.03115003736478665,0.02344843824993674,CDH13/DPP4/HRG/PLG/SERPINF1,5,,
GO:0010954,C4,GO:0010954,positive regulation of protein processing,2/68,25/18870,0.003638550762921218,0.03115003736478665,0.02344843824993674,CLEC3B/KLKB1,2,,
GO:0043567,C4,GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,2/68,25/18870,0.003638550762921218,0.03115003736478665,0.02344843824993674,IGF1/IGFBP3,2,,
GO:0050927,C4,GO:0050927,positive regulation of positive chemotaxis,2/68,25/18870,0.003638550762921218,0.03115003736478665,0.02344843824993674,CDH13/F7,2,,
GO:0060586,C4,GO:0060586,multicellular organismal-level iron ion homeostasis,2/68,25/18870,0.003638550762921218,0.03115003736478665,0.02344843824993674,NAGLU/NEO1,2,,
GO:0048659,C4,GO:0048659,smooth muscle cell proliferation,4/68,175/18870,0.0036686005733638197,0.03123377615223009,0.023511473287856525,CDH13/DBH/IGF1/IGFBP3,4,,
GO:0052548,C4,GO:0052548,regulation of endopeptidase activity,5/68,288/18870,0.003807523185382414,0.03223842433337527,0.024267730192547254,HRG/SERPINA5/SERPINA6/SERPINF1/VTN,5,,
GO:0001558,C4,GO:0001558,regulation of cell growth,6/68,417/18870,0.0038763864248611817,0.032525360145650904,0.02448372340620055,F2/FN1/HRG/IGF1/IGFBP3/PTPRJ,6,,
GO:0045717,C4,GO:0045717,negative regulation of fatty acid biosynthetic process,2/68,26/18870,0.003932624986660521,0.032525360145650904,0.02448372340620055,APOC1/APOC3,2,,
GO:0050926,C4,GO:0050926,regulation of positive chemotaxis,2/68,26/18870,0.003932624986660521,0.032525360145650904,0.02448372340620055,CDH13/F7,2,,
GO:0051894,C4,GO:0051894,positive regulation of focal adhesion assembly,2/68,26/18870,0.003932624986660521,0.032525360145650904,0.02448372340620055,HRG/PTPRJ,2,,
GO:0033627,C4,GO:0033627,cell adhesion mediated by integrin,3/68,88/18870,0.003946945066344399,0.032525360145650904,0.02448372340620055,DPP4/HRG/VTN,3,,
GO:0014910,C4,GO:0014910,regulation of smooth muscle cell migration,3/68,89/18870,0.004074196971701819,0.03339541241166225,0.02513866216581974,IGF1/IGFBP3/VTN,3,,
GO:0022010,C4,GO:0022010,central nervous system myelination,2/68,27/18870,0.004237391002597237,0.03400947674480386,0.025600903974024973,CLU/CNTN1,2,,
GO:0032291,C4,GO:0032291,axon ensheathment in central nervous system,2/68,27/18870,0.004237391002597237,0.03400947674480386,0.025600903974024973,CLU/CNTN1,2,,
GO:0042133,C4,GO:0042133,neurotransmitter metabolic process,2/68,27/18870,0.004237391002597237,0.03400947674480386,0.025600903974024973,BCHE/DBH,2,,
GO:1903319,C4,GO:1903319,positive regulation of protein maturation,2/68,27/18870,0.004237391002597237,0.03400947674480386,0.025600903974024973,CLEC3B/KLKB1,2,,
GO:0048771,C4,GO:0048771,tissue remodeling,4/68,184/18870,0.004384085902254415,0.035004540805046905,0.026349946355518766,DBH/HRG/PLG/TFRC,4,,
GO:0002227,C4,GO:0002227,innate immune response in mucosa,2/68,28/18870,0.004552770249723451,0.03597855874268635,0.027083146100918994,APOA4/CAMP,2,,
GO:0018149,C4,GO:0018149,peptide cross-linking,2/68,28/18870,0.004552770249723451,0.03597855874268635,0.027083146100918994,F13A1/FN1,2,,
GO:0097696,C4,GO:0097696,receptor signaling pathway via STAT,4/68,188/18870,0.004730312926103786,0.03719087866900987,0.027995729562655065,F2/IGF1/MST1/NAGLU,4,,
GO:0046890,C4,GO:0046890,regulation of lipid biosynthetic process,4/68,189/18870,0.004819662114592671,0.037491320623162114,0.02822188963197148,APOA4/APOC1/APOC2/APOC3,4,,
GO:0006910,C4,GO:0006910,"phagocytosis, recognition",2/68,29/18870,0.00487868457987078,0.037491320623162114,0.02822188963197148,C4B/CFP,2,,
GO:0097421,C4,GO:0097421,liver regeneration,2/68,29/18870,0.00487868457987078,0.037491320623162114,0.02822188963197148,CPB2/VTN,2,,
GO:1902430,C4,GO:1902430,negative regulation of amyloid-beta formation,2/68,29/18870,0.00487868457987078,0.037491320623162114,0.02822188963197148,CLU/IGF1,2,,
GO:0007044,C4,GO:0007044,cell-substrate junction assembly,3/68,95/18870,0.004890172255195058,0.037491320623162114,0.02822188963197148,FN1/HRG/PTPRJ,3,,
GO:0014909,C4,GO:0014909,smooth muscle cell migration,3/68,96/18870,0.005035040236326993,0.03822166011911279,0.028771658493297103,IGF1/IGFBP3/VTN,3,,
GO:0042982,C4,GO:0042982,amyloid precursor protein metabolic process,3/68,96/18870,0.005035040236326993,0.03822166011911279,0.028771658493297103,CLU/IGF1/NAGLU,3,,
GO:0035640,C4,GO:0035640,exploration behavior,2/68,30/18870,0.005215056255826279,0.03939412593249164,0.029654241454698447,DPP4/NAGLU,2,,
GO:0052547,C4,GO:0052547,regulation of peptidase activity,5/68,312/18870,0.005332756108192052,0.040086717866946106,0.030175595539037953,HRG/SERPINA5/SERPINA6/SERPINF1/VTN,5,,
GO:0150117,C4,GO:0150117,positive regulation of cell-substrate junction organization,2/68,31/18870,0.005561807949456204,0.0416055633500583,0.0313189185503359,HRG/PTPRJ,2,,
GO:1902992,C4,GO:1902992,negative regulation of amyloid precursor protein catabolic process,2/68,32/18870,0.005918862739837786,0.04406264484101463,0.03316850617493639,CLU/IGF1,2,,
GO:0150115,C4,GO:0150115,cell-substrate junction organization,3/68,102/18870,0.005958654400912262,0.04414560784522017,0.03323095723585685,FN1/HRG/PTPRJ,3,,
GO:0030198,C4,GO:0030198,extracellular matrix organization,5/68,321/18870,0.006002819252961774,0.04426002138188562,0.03331708293509884,CPB2/DPP4/PLG/QSOX1/VTN,5,,
GO:0043062,C4,GO:0043062,extracellular structure organization,5/68,322/18870,0.0060807700557299945,0.04462126978990438,0.033589015545937115,CPB2/DPP4/PLG/QSOX1/VTN,5,,
GO:0010906,C4,GO:0010906,regulation of glucose metabolic process,3/68,103/18870,0.006121770616367065,0.04470923469109785,0.033655231824577234,IGF1/IGFBP3/MST1,3,,
GO:0045229,C4,GO:0045229,external encapsulating structure organization,5/68,323/18870,0.0061594332742147765,0.044772106960212124,0.03370255942494878,CPB2/DPP4/PLG/QSOX1/VTN,5,,
GO:0006622,C4,GO:0006622,protein targeting to lysosome,2/68,33/18870,0.006286144111398664,0.04527616932761564,0.03408199637899685,CLU/LAMP2,2,,
GO:0021549,C4,GO:0021549,cerebellum development,3/68,104/18870,0.006287540711297695,0.04527616932761564,0.03408199637899685,ATRN/CNTN1/NAGLU,3,,
GO:0031647,C4,GO:0031647,regulation of protein stability,5/68,325/18870,0.006318910572939558,0.045290424153022604,0.03409272681213902,AFM/APOA2/CLU/IGF1/LAMP2,5,,
GO:0032963,C4,GO:0032963,collagen metabolic process,3/68,106/18870,0.006627086626081614,0.046845598581613614,0.03526339672593887,F2/NAGLU/PEPD,3,,
GO:0048709,C4,GO:0048709,oligodendrocyte differentiation,3/68,106/18870,0.006627086626081614,0.046845598581613614,0.03526339672593887,CLU/CNTN1/VTN,3,,
GO:1901890,C4,GO:1901890,positive regulation of cell junction assembly,3/68,106/18870,0.006627086626081614,0.046845598581613614,0.03526339672593887,HRG/IL1RAP/PTPRJ,3,,
GO:1903725,C4,GO:1903725,regulation of phospholipid metabolic process,2/68,35/18870,0.007051082551413018,0.04961515165172357,0.037348199815703656,APOC1/APOC2,2,,
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,C5,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,6/41,49/4383,4.765422570277103e-06,0.0001667897899596986,0.00013042209139705756,CAT/GPX3/MPO/PRDX2/SOD1/TXN,6,,
HALLMARK_GLYCOLYSIS,C5,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,7/41,200/4383,0.0022197604475411113,0.025897205221312964,0.02025044618809435,ALDOB/HSPA5/LDHA/PPIA/SOD1/TALDO1/TXN,7,,
HALLMARK_HEME_METABOLISM,C5,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,7/41,200/4383,0.0022197604475411113,0.025897205221312964,0.02025044618809435,BLVRB/CA1/CA2/CAT/HBB/PRDX2/SELENBP1,7,,
hsa04610,C5,hsa04610,Complement and coagulation cascades,6/46,88/8843,5.565240313311546e-06,0.0005954807135243354,0.0004920844066507051,CFD/CFHR3/F10/F12/PROCR/SERPINC1,6,Organismal Systems,Immune system
hsa04612,C5,hsa04612,Antigen processing and presentation,4/46,80/8843,0.0007594512700330564,0.04063064294676852,0.033575740359356177,CALR/HLA-A/HSPA5/PDIA3,4,Organismal Systems,Immune system
R-HSA-9020591,C5,R-HSA-9020591,Interleukin-12 signaling,7/57,47/11009,3.652701589144229e-09,7.780254384877208e-07,6.382615408399391e-07,CA1/CFL1/MSN/P4HB/PPIA/SOD1/TALDO1,7,,
R-HSA-447115,C5,R-HSA-447115,Interleukin-12 family signaling,7/57,57/11009,1.4755150671909528e-08,1.2496614769380963e-06,1.025173240285268e-06,CA1/CFL1/MSN/P4HB/PPIA/SOD1/TALDO1,7,,
R-HSA-114608,C5,R-HSA-114608,Platelet degranulation,9/57,129/11009,1.7600865872367554e-08,1.2496614769380963e-06,1.025173240285268e-06,APOH/CFD/CFL1/ECM1/HSPA5/PFN1/PPIA/SERPINA4/SOD1,9,,
R-HSA-76005,C5,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,9/57,134/11009,2.4564585695311676e-08,1.2680253381002008e-06,1.0402382314041676e-06,APOH/CFD/CFL1/ECM1/HSPA5/PFN1/PPIA/SERPINA4/SOD1,9,,
R-HSA-3299685,C5,R-HSA-3299685,Detoxification of Reactive Oxygen Species,6/57,37/11009,3.0199139013822273e-08,1.2680253381002008e-06,1.0402382314041676e-06,CAT/GPX3/P4HB/PRDX2/SOD1/TXN,6,,
R-HSA-8950505,C5,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,6/57,38/11009,3.571902360845636e-08,1.2680253381002008e-06,1.0402382314041676e-06,CA1/CFL1/MSN/PPIA/SOD1/TALDO1,6,,
R-HSA-9711123,C5,R-HSA-9711123,Cellular response to chemical stress,10/57,215/11009,1.2689658226402964e-07,3.861281717462616e-06,3.1676440083953263e-06,BLVRB/CAT/GPX3/HBA1/HBB/P4HB/PRDX2/SOD1/TALDO1/TXN,10,,
R-HSA-1237044,C5,R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,4/57,13/11009,4.4595135950803104e-07,1.0554182175023403e-05,8.658236921442474e-06,CA1/CA2/HBA1/HBB,4,,
R-HSA-1480926,C5,R-HSA-1480926,O2/CO2 exchange in erythrocytes,4/57,13/11009,4.4595135950803104e-07,1.0554182175023403e-05,8.658236921442474e-06,CA1/CA2/HBA1/HBB,4,,
R-HSA-6798695,C5,R-HSA-6798695,Neutrophil degranulation,13/57,480/11009,7.374091575918503e-07,1.570681505670641e-05,1.2885254753710228e-05,ANPEP/CAT/CEACAM8/CFD/FUCA2/HBB/KRT1/MANBA/MPO/PNP/PPIA/PRSS3/SELL,13,,
R-HSA-76002,C5,R-HSA-76002,"Platelet activation, signaling and aggregation",9/57,263/11009,7.294195089870649e-06,0.00014124214128567711,0.00011586951051851941,APOH/CFD/CFL1/ECM1/HSPA5/PFN1/PPIA/SERPINA4/SOD1,9,,
R-HSA-983170,C5,R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",4/57,29/11009,1.3927664334338785e-05,0.00024721604193451345,0.0002028063403070385,CALR/HLA-A/HSPA5/PDIA3,4,,
R-HSA-2168880,C5,R-HSA-2168880,Scavenging of heme from plasma,3/57,13/11009,3.6280080330775064e-05,0.0005944351623426991,0.00048765128217883897,HBA1/HBB/HPX,3,,
R-HSA-140877,C5,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),4/57,39/11009,4.641052508574269e-05,0.0007061029888045138,0.0005792591852806984,F10/F12/PROCR/SERPINC1,4,,
R-HSA-2173782,C5,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,4/57,42/11009,6.24321749403635e-05,0.0008865368841531615,0.0007272800729894977,CALR/HBA1/HBB/HPX,4,,
R-HSA-140875,C5,R-HSA-140875,Common Pathway of Fibrin Clot Formation,3/57,22/11009,0.00018899433093966472,0.0025159870306342867,0.0020640170352621283,F10/PROCR/SERPINC1,3,,
R-HSA-140837,C5,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,3/57,23/11009,0.0002165463744508165,0.0027131986916484655,0.002225801743581148,F10/F12/SERPINC1,3,,
R-HSA-1474244,C5,R-HSA-1474244,Extracellular matrix organization,7/57,300/11009,0.0008554766322233136,0.010123140147975879,0.00830462695608597,CEACAM8/COL18A1/LUM/NCAM1/P4HB/PCOLCE/PRSS1,7,,
R-HSA-381183,C5,R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes,2/57,10/11009,0.0011540914165135148,0.012291073585868933,0.010083114481118078,CALR/HSPA5,2,,
R-HSA-9758881,C5,R-HSA-9758881,Uptake of dietary cobalamins into enterocytes,2/57,10/11009,0.0011540914165135148,0.012291073585868933,0.010083114481118078,PRSS1/PRSS3,2,,
R-HSA-1475029,C5,R-HSA-1475029,Reversible hydration of carbon dioxide,2/57,12/11009,0.0016814424825836597,0.016279420399559978,0.013354997708559213,CA1/CA2,2,,
R-HSA-381033,C5,R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,2/57,12/11009,0.0016814424825836597,0.016279420399559978,0.013354997708559213,CALR/HSPA5,2,,
R-HSA-449147,C5,R-HSA-449147,Signaling by Interleukins,8/57,473/11009,0.002834770194456415,0.025703120241150203,0.02108583128258431,CA1/CFL1/CSF1R/MSN/P4HB/PPIA/SOD1/TALDO1,8,,
R-HSA-9651496,C5,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),2/57,16/11009,0.0030167981503697425,0.025703120241150203,0.02108583128258431,F10/F12,2,,
R-HSA-9671793,C5,R-HSA-9671793,Diseases of hemostasis,2/57,16/11009,0.0030167981503697425,0.025703120241150203,0.02108583128258431,F10/F12,2,,
R-HSA-166658,C5,R-HSA-166658,Complement cascade,3/57,58/11009,0.0033189948037999364,0.027190226661899478,0.022305795037683783,CFD/CFHR3/FCN3,3,,
R-HSA-381426,C5,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),4/57,125/11009,0.0039330582384231715,0.031027459436449467,0.025453710236968675,FUCA2/IGFBP6/P4HB/SERPINC1,4,,
R-HSA-9707564,C5,R-HSA-9707564,Cytoprotection by HMOX1,3/57,64/11009,0.0043845194807696835,0.033353666050140805,0.027362038864953666,BLVRB/HBA1/HBB,3,,
R-HSA-1650814,C5,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,3/57,67/11009,0.004986468234079711,0.036624749443413054,0.030045507326941272,COL18A1/P4HB/PCOLCE,3,,
R-HSA-202733,C5,R-HSA-202733,Cell surface interactions at the vascular wall,4/57,137/11009,0.0054445593835420044,0.03865637162314823,0.031712170444490276,CEACAM8/PPIA/PROCR/SELL,4,,
R-HSA-196741,C5,R-HSA-196741,"Cobalamin (Cbl, vitamin B12) transport and metabolism",2/57,22/11009,0.0056928907319764585,0.03911566857777373,0.03208895964373828,PRSS1/PRSS3,2,,
R-HSA-166663,C5,R-HSA-166663,Initial triggering of complement,2/57,23/11009,0.006214447337455095,0.04136491508993548,0.03393415322426138,CFD/FCN3,2,,
GO:0042743,C5,GO:0042743,hydrogen peroxide metabolic process,8/65,54/18870,1.1655520968023129e-11,1.6807261235889352e-08,1.4305618367068386e-08,CAT/GPX3/HBA1/HBB/MPO/PRDX2/SOD1/TXN,8,,
GO:0007596,C5,GO:0007596,blood coagulation,11/65,224/18870,2.631013822866131e-10,1.3162094869259505e-07,1.1203009429561707e-07,ADAMTS13/APOH/F10/F12/HBB/KRT1/PDIA3/PPIA/PRDX2/PROCR/SERPINC1,11,,
GO:0050817,C5,GO:0050817,coagulation,11/65,229/18870,3.3284682384352226e-10,1.3162094869259505e-07,1.1203009429561707e-07,ADAMTS13/APOH/F10/F12/HBB/KRT1/PDIA3/PPIA/PRDX2/PROCR/SERPINC1,11,,
GO:0007599,C5,GO:0007599,hemostasis,11/65,231/18870,3.651066537936063e-10,1.3162094869259505e-07,1.1203009429561707e-07,ADAMTS13/APOH/F10/F12/HBB/KRT1/PDIA3/PPIA/PRDX2/PROCR/SERPINC1,11,,
GO:0042744,C5,GO:0042744,hydrogen peroxide catabolic process,6/65,31/18870,9.076566841221976e-10,2.6176818770084177e-07,2.2280583024978574e-07,CAT/GPX3/HBA1/HBB/MPO/PRDX2,6,,
GO:0098869,C5,GO:0098869,cellular oxidant detoxification,8/65,99/18870,1.6990051558686188e-09,4.0832757246042475e-07,3.4755087925312444e-07,CAT/GPX3/HBA1/HBB/MPO/PRDX2/SOD1/TXN,8,,
GO:1990748,C5,GO:1990748,cellular detoxification,8/65,119/18870,7.374731649851552e-09,1.5191947198694198e-06,1.2930732486807383e-06,CAT/GPX3/HBA1/HBB/MPO/PRDX2/SOD1/TXN,8,,
GO:0097237,C5,GO:0097237,cellular response to toxic substance,8/65,128/18870,1.312234262271302e-08,2.365302257744022e-06,2.013243618168866e-06,CAT/GPX3/HBA1/HBB/MPO/PRDX2/SOD1/TXN,8,,
GO:0042060,C5,GO:0042060,wound healing,12/65,423/18870,1.8976096302609546e-08,3.0403923187069964e-06,2.587851261852951e-06,ADAMTS13/APOH/F10/F12/HBB/KRT1/MCAM/PDIA3/PPIA/PRDX2/PROCR/SERPINC1,12,,
GO:0034975,C5,GO:0034975,protein folding in endoplasmic reticulum,4/65,11/18870,4.1544900001449585e-08,5.625583205917834e-06,4.7882546303381215e-06,CALR/HSPA5/P4HB/PDIA3,4,,
GO:0050878,C5,GO:0050878,regulation of body fluid levels,11/65,365/18870,4.291360281906808e-08,5.625583205917834e-06,4.7882546303381215e-06,ADAMTS13/APOH/F10/F12/HBB/KRT1/PDIA3/PPIA/PRDX2/PROCR/SERPINC1,11,,
GO:0098754,C5,GO:0098754,detoxification,8/65,158/18870,6.810607880280691e-08,8.18408046947063e-06,6.965937533690601e-06,CAT/GPX3/HBA1/HBB/MPO/PRDX2/SOD1/TXN,8,,
GO:0050818,C5,GO:0050818,regulation of coagulation,6/65,73/18870,1.8748802971368306e-07,2.0796749142086996e-05,1.770129899968862e-05,APOH/F12/KRT1/PRDX2/PROCR/SERPINC1,6,,
GO:0009636,C5,GO:0009636,response to toxic substance,9/65,258/18870,2.3812738133796896e-07,2.4527120277810804e-05,2.087643057444149e-05,ADAMTS13/CAT/GPX3/HBA1/HBB/MPO/PRDX2/SOD1/TXN,9,,
GO:0006979,C5,GO:0006979,response to oxidative stress,10/65,400/18870,1.0368741323507641e-06,9.96781665899868e-05,8.484177111024498e-05,CAT/GPX3/HBA1/HBB/KRT1/MPO/PPIA/PRDX2/SOD1/TXN,10,,
GO:0072593,C5,GO:0072593,reactive oxygen species metabolic process,8/65,234/18870,1.3625505817754547e-06,0.00012279987118251286,0.00010452197225988028,CAT/GPX3/HBA1/HBB/MPO/PRDX2/SOD1/TXN,8,,
GO:0030193,C5,GO:0030193,regulation of blood coagulation,5/65,68/18870,3.6561510082874364e-06,0.00031012763258532255,0.0002639673111865728,APOH/F12/KRT1/PRDX2/SERPINC1,5,,
GO:1900046,C5,GO:1900046,regulation of hemostasis,5/65,70/18870,4.222576008703713e-06,0.0003382752558083752,0.00028792535825429994,APOH/F12/KRT1/PRDX2/SERPINC1,5,,
GO:0000302,C5,GO:0000302,response to reactive oxygen species,7/65,205/18870,6.58259167302656e-06,0.0004995840627633842,0.0004252244814819373,CAT/HBA1/HBB/MPO/PRDX2/SOD1/TXN,7,,
GO:0044403,C5,GO:0044403,biological process involved in symbiotic interaction,8/65,322/18870,1.4283358436735795e-05,0.0010298301432886507,0.0008765471545912597,ANPEP/CFL1/CSF1R/FCN3/FUCA2/NCAM1/P4HB/PPIA,8,,
GO:0015670,C5,GO:0015670,carbon dioxide transport,3/65,15/18870,1.7232449273506937e-05,0.001183294850114143,0.0010071697169377989,CA2/HBA1/HBB,3,,
GO:0042542,C5,GO:0042542,response to hydrogen peroxide,5/65,101/18870,2.5457780929375e-05,0.0016686418227344886,0.001420276199217763,CAT/HBA1/HBB/SOD1/TXN,5,,
GO:0006959,C5,GO:0006959,humoral immune response,7/65,258/18870,2.915725402658434e-05,0.0018280330567971574,0.0015559431668191002,CFD/CFHR3/FCN3/HLA-A/HPX/KRT1/PRSS3,7,,
GO:0050819,C5,GO:0050819,negative regulation of coagulation,4/65,52/18870,3.0654582401855016e-05,0.001841829492644789,0.0015676861000246908,APOH/F12/KRT1/PROCR,4,,
GO:0044000,C5,GO:0044000,movement in host,6/65,188/18870,4.57813147809916e-05,0.0026406662365675952,0.002247621601458366,ANPEP/FCN3/FUCA2/NCAM1/P4HB/PPIA,6,,
GO:0015669,C5,GO:0015669,gas transport,3/65,22/18870,5.732820820312568e-05,0.0031795106241887397,0.0027062627840018032,CA2/HBA1/HBB,3,,
GO:0019430,C5,GO:0019430,removal of superoxide radicals,3/65,23/18870,6.576533438739403e-05,0.0035123560069119327,0.002989566467668672,MPO/PRDX2/SOD1,3,,
GO:0006956,C5,GO:0006956,complement activation,4/65,67/18870,8.3494308545283e-05,0.004037782325490928,0.0034367867665686704,CFD/CFHR3/FCN3/KRT1,4,,
GO:0071450,C5,GO:0071450,cellular response to oxygen radical,3/65,25/18870,8.499010334351605e-05,0.004037782325490928,0.0034367867665686704,MPO/PRDX2/SOD1,3,,
GO:0071451,C5,GO:0071451,cellular response to superoxide,3/65,25/18870,8.499010334351605e-05,0.004037782325490928,0.0034367867665686704,MPO/PRDX2/SOD1,3,,
GO:0051701,C5,GO:0051701,biological process involved in interaction with host,6/65,211/18870,8.6803919618737e-05,0.004037782325490928,0.0034367867665686704,ANPEP/FCN3/FUCA2/NCAM1/P4HB/PPIA,6,,
GO:0061041,C5,GO:0061041,regulation of wound healing,5/65,133/18870,9.491868800487447e-05,0.004277273378219656,0.003640631257029067,APOH/F12/KRT1/PRDX2/SERPINC1,5,,
GO:0042730,C5,GO:0042730,fibrinolysis,3/65,27/18870,0.00010755459708041134,0.0046998099693925195,0.004000276242288984,APOH/F12/KRT1,3,,
GO:0000303,C5,GO:0000303,response to superoxide,3/65,28/18870,0.00012016513941747462,0.004813281417777733,0.004096858262010976,MPO/PRDX2/SOD1,3,,
GO:0030194,C5,GO:0030194,positive regulation of blood coagulation,3/65,28/18870,0.00012016513941747462,0.004813281417777733,0.004096858262010976,APOH/F12/PRDX2,3,,
GO:1900048,C5,GO:1900048,positive regulation of hemostasis,3/65,28/18870,0.00012016513941747462,0.004813281417777733,0.004096858262010976,APOH/F12/PRDX2,3,,
GO:0000305,C5,GO:0000305,response to oxygen radical,3/65,29/18870,0.00013370103627335605,0.0052107268731399845,0.004435146750917017,MPO/PRDX2/SOD1,3,,
GO:0050820,C5,GO:0050820,positive regulation of coagulation,3/65,30/18870,0.00014819175019048552,0.00562348694143895,0.004786470380113742,APOH/F12/PRDX2,3,,
GO:0034614,C5,GO:0034614,cellular response to reactive oxygen species,5/65,154/18870,0.0001888671101333711,0.006983240328521054,0.005943834019312029,CAT/MPO/PRDX2/SOD1/TXN,5,,
GO:0072524,C5,GO:0072524,pyridine-containing compound metabolic process,4/65,85/18870,0.00021056436404625261,0.0075908453238674066,0.006461001275735014,ALDOB/LDHB/PNP/TALDO1,4,,
GO:0034599,C5,GO:0034599,cellular response to oxidative stress,6/65,255/18870,0.0002434256659742061,0.008442595150438156,0.0071859741188487385,CAT/MPO/PPIA/PRDX2/SOD1/TXN,6,,
GO:0044409,C5,GO:0044409,entry into host,5/65,163/18870,0.00024590082962441226,0.008442595150438156,0.0071859741188487385,ANPEP/FCN3/FUCA2/NCAM1/P4HB,5,,
GO:0002474,C5,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,3/65,36/18870,0.00025679680625100254,0.00861165103753362,0.007329867223712826,CALR/HLA-A/PDIA3,3,,
GO:0045104,C5,GO:0045104,intermediate filament cytoskeleton organization,4/65,94/18870,0.00030986270581451756,0.010147708890453378,0.008637293646447651,KRT1/KRT77/KRT9/SOD1,4,,
GO:0045103,C5,GO:0045103,intermediate filament-based process,4/65,95/18870,0.0003226513904098404,0.010147708890453378,0.008637293646447651,KRT1/KRT77/KRT9/SOD1,4,,
GO:1903034,C5,GO:1903034,regulation of response to wounding,5/65,173/18870,0.00032371332105468473,0.010147708890453378,0.008637293646447651,APOH/F12/KRT1/PRDX2/SERPINC1,5,,
GO:1902175,C5,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,3/65,46/18870,0.0005327167892200558,0.016344204469262137,0.013911484350069094,P4HB/PPIA/SOD1,3,,
GO:0030195,C5,GO:0030195,negative regulation of blood coagulation,3/65,48/18870,0.0006040022659591502,0.018145234739856138,0.015444443905885286,APOH/F12/KRT1,3,,
GO:0001867,C5,GO:0001867,"complement activation, lectin pathway",2/65,11/18870,0.0006298444003785649,0.018509999929289533,0.015754916357071026,FCN3/KRT1,2,,
