,Tumor type,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:0045785,discovery_tumor_LIHC,GO:0045785,positive regulation of cell adhesion,10/111,482/18870,0.0005550333750617385,0.012245308240366256,0.009425305101138802,CALR/CDH13/FLNA/GP1BA/ICOSLG/LAMB1/NRP1/PODXL/PTPRJ/TFRC,10.0,,
GO:1903034,discovery_tumor_LIHC,GO:1903034,regulation of response to wounding,6/111,173/18870,0.0005568309065858793,0.012245308240366256,0.009425305101138802,APOE/FLNA/GP1BA/ITGB1/PTPRF/SPP1,6.0,,
GO:0050808,discovery_tumor_LIHC,GO:0050808,synapse organization,10/111,483/18870,0.0005640107453271571,0.012293437749918477,0.009462350743681508,APOE/C1QA/C1QB/C1QC/CDH1/CDH2/FLNA/ITGB1/NRP1/PTPRF,10.0,,
GO:0060560,discovery_tumor_LIHC,GO:0060560,developmental growth involved in morphogenesis,7/111,244/18870,0.0006018725166016024,0.013003614108681987,0.010008978784852131,ALCAM/APOE/CDH1/ITGB1/NRP1/OLFM1/SPP1,7.0,,
GO:1901136,discovery_tumor_LIHC,GO:1901136,carbohydrate derivative catabolic process,6/111,178/18870,0.0006468052184075457,0.013852880460328567,0.010662665431139496,ADA2/CST3/FUCA1/FUCA2/LYVE1/MAN1A1,6.0,,
GO:1990138,discovery_tumor_LIHC,GO:1990138,neuron projection extension,6/111,179/18870,0.0006660796828555573,0.014142709128217567,0.010885748718900716,ALCAM/APOE/CDH1/ITGB1/NRP1/OLFM1,6.0,,
GO:0042326,discovery_tumor_LIHC,GO:0042326,negative regulation of phosphorylation,8/111,327/18870,0.0007020767342812195,0.014779615354996955,0.011375980192896774,ADIPOQ/AGT/APOE/CADM1/ENG/FBLN1/PTPRJ/YWHAG,8.0,,
GO:0048679,discovery_tumor_LIHC,GO:0048679,regulation of axon regeneration,3/111,30/18870,0.0007163645973137955,0.014826941203225868,0.011412407251323711,FLNA/PTPRF/SPP1,3.0,,
GO:0061098,discovery_tumor_LIHC,GO:0061098,positive regulation of protein tyrosine kinase activity,3/111,30/18870,0.0007163645973137955,0.014826941203225868,0.011412407251323711,ACE/AGT/CSF1R,3.0,,
GO:0048545,discovery_tumor_LIHC,GO:0048545,response to steroid hormone,8/111,330/18870,0.000745017260262391,0.015291479266885575,0.011769965664320757,ACE/ADIPOQ/CALR/DSG2/GOT1/IGFBP7/SERPINF1/SPP1,8.0,,
GO:0006081,discovery_tumor_LIHC,GO:0006081,cellular aldehyde metabolic process,4/111,70/18870,0.0007713050201203321,0.015571510365216212,0.011985507689704212,ALDOB/DKK3/TALDO1/TKT,4.0,,
GO:1901184,discovery_tumor_LIHC,GO:1901184,regulation of ERBB signaling pathway,4/111,70/18870,0.0007713050201203321,0.015571510365216212,0.011985507689704212,AGT/CADM1/CDH13/PTPRJ,4.0,,
GO:0010811,discovery_tumor_LIHC,GO:0010811,positive regulation of cell-substrate adhesion,5/111,123/18870,0.0008011959793967067,0.016043460953285273,0.012348771578035676,CALR/CDH13/FLNA/NRP1/PTPRJ,5.0,,
GO:0038127,discovery_tumor_LIHC,GO:0038127,ERBB signaling pathway,5/111,124/18870,0.0008309959267462237,0.01633646725924348,0.012574300717523563,AGT/CADM1/CDH13/EFEMP1/PTPRJ,5.0,,
GO:0006898,discovery_tumor_LIHC,GO:0006898,receptor-mediated endocytosis,7/111,258/18870,0.0008357267051013718,0.01633646725924348,0.012574300717523563,ADIPOQ/APOE/HSPG2/ITGB1/LYVE1/MARCO/TFRC,7.0,,
GO:0006959,discovery_tumor_LIHC,GO:0006959,humoral immune response,7/111,258/18870,0.0008357267051013718,0.01633646725924348,0.012574300717523563,BST1/C1QA/C1QB/C1QC/C7/CD5L/COLEC11,7.0,,
GO:0050766,discovery_tumor_LIHC,GO:0050766,positive regulation of phagocytosis,4/111,72/18870,0.0008576767855161621,0.016633526950600844,0.01280294977799095,CALR/COLEC11/LMAN2/PTPRJ,4.0,,
GO:0070570,discovery_tumor_LIHC,GO:0070570,regulation of neuron projection regeneration,3/111,32/18870,0.0008677175728426075,0.01669678423368236,0.012851639380670528,FLNA/PTPRF/SPP1,3.0,,
GO:0030308,discovery_tumor_LIHC,GO:0030308,negative regulation of cell growth,6/111,189/18870,0.0008843204057168628,0.016810493381397864,0.012939162159923736,CDH1/ENO1/HNF4A/NRP1/PTPRJ/SPP1,6.0,,
GO:0002688,discovery_tumor_LIHC,GO:0002688,regulation of leukocyte chemotaxis,5/111,126/18870,0.000893067574186073,0.016810493381397864,0.012939162159923736,BST1/CALR/CSF1R/DDT/PLA2G7,5.0,,
GO:0005996,discovery_tumor_LIHC,GO:0005996,monosaccharide metabolic process,7/111,261/18870,0.0008941025712395941,0.016810493381397864,0.012939162159923736,ADIPOQ/ALDOB/ENO1/FUCA1/FUCA2/GOT1/H6PD,7.0,,
GO:0051384,discovery_tumor_LIHC,GO:0051384,response to glucocorticoid,5/111,127/18870,0.0009253675936269993,0.017124721339333848,0.013181025763249893,ACE/ADIPOQ/GOT1/IGFBP7/SERPINF1,5.0,,
GO:0031099,discovery_tumor_LIHC,GO:0031099,regeneration,6/111,191/18870,0.000933903778363682,0.017124721339333848,0.013181025763249893,ACE/AXL/FLNA/HSPG2/PTPRF/SPP1,6.0,,
GO:0034368,discovery_tumor_LIHC,GO:0034368,protein-lipid complex remodeling,3/111,33/18870,0.0009504211884526033,0.017124721339333848,0.013181025763249893,AGT/APOE/PLA2G7,3.0,,
GO:0034369,discovery_tumor_LIHC,GO:0034369,plasma lipoprotein particle remodeling,3/111,33/18870,0.0009504211884526033,0.017124721339333848,0.013181025763249893,AGT/APOE/PLA2G7,3.0,,
GO:0070482,discovery_tumor_LIHC,GO:0070482,response to oxygen levels,8/111,343/18870,0.0009562518249175863,0.017124721339333848,0.013181025763249893,ACE/ADIPOQ/ENO1/HSPG2/SOD2/SOD3/TFRC/VASN,8.0,,
GO:0010951,discovery_tumor_LIHC,GO:0010951,negative regulation of endopeptidase activity,5/111,128/18870,0.0009585294087110048,0.017124721339333848,0.013181025763249893,CST3/SERPINA6/SERPINA7/SERPINF1/TIMP1,5.0,,
GO:0031345,discovery_tumor_LIHC,GO:0031345,negative regulation of cell projection organization,6/111,192/18870,0.0009594849958701059,0.017124721339333848,0.013181025763249893,APOE/CDH1/FLNA/NRP1/PTPRG/SPP1,6.0,,
GO:1901658,discovery_tumor_LIHC,GO:1901658,glycosyl compound catabolic process,3/111,34/18870,0.0010379557567491544,0.018391978624986812,0.014156443149604145,ADA2/FUCA1/FUCA2,3.0,,
GO:0034367,discovery_tumor_LIHC,GO:0034367,protein-containing complex remodeling,3/111,35/18870,0.001130427969918028,0.01987465381781086,0.01529766930609969,AGT/APOE/PLA2G7,3.0,,
GO:0030168,discovery_tumor_LIHC,GO:0030168,platelet activation,5/111,133/18870,0.001137769463382595,0.01987465381781086,0.01529766930609969,APOE/AXL/COMP/FLNA/GP1BA,5.0,,
GO:0048844,discovery_tumor_LIHC,GO:0048844,artery morphogenesis,4/111,80/18870,0.001271927507183805,0.022061672184462762,0.016981033657806024,APOE/COMP/ENG/NRP1,4.0,,
GO:0010466,discovery_tumor_LIHC,GO:0010466,negative regulation of peptidase activity,5/111,137/18870,0.0012981531556454623,0.02235909945702639,0.017209965648269987,CST3/SERPINA6/SERPINA7/SERPINF1/TIMP1,5.0,,
GO:0050810,discovery_tumor_LIHC,GO:0050810,regulation of steroid biosynthetic process,4/111,81/18870,0.0013320020271811745,0.022782784673244676,0.01753607931983403,APOE/DKK3/H6PD/IGFBP7,4.0,,
GO:0016064,discovery_tumor_LIHC,GO:0016064,immunoglobulin mediated immune response,6/111,205/18870,0.0013436362281986293,0.022823282965884303,0.017567251157791154,C1QA/C1QB/C1QC/C7/FCGR3A/TFRC,6.0,,
GO:0034284,discovery_tumor_LIHC,GO:0034284,response to monosaccharide,6/111,206/18870,0.0013774280911379646,0.023237023208717855,0.01788571010915266,ACE/ADIPOQ/HNF4A/ICAM1/SERPINF1/SOD2,6.0,,
GO:0019724,discovery_tumor_LIHC,GO:0019724,B cell mediated immunity,6/111,208/18870,0.0014469572043281057,0.023931245412765187,0.018420058118422164,C1QA/C1QB/C1QC/C7/FCGR3A/TFRC,6.0,,
GO:1901654,discovery_tumor_LIHC,GO:1901654,response to ketone,6/111,208/18870,0.0014469572043281057,0.023931245412765187,0.018420058118422164,ACE/CALR/DSG2/IGFBP7/SERPINF1/SPP1,6.0,,
GO:0010572,discovery_tumor_LIHC,GO:0010572,positive regulation of platelet activation,2/111,10/18870,0.0014963101070100846,0.023931245412765187,0.018420058118422164,FLNA/GP1BA,2.0,,
GO:0034651,discovery_tumor_LIHC,GO:0034651,cortisol biosynthetic process,2/111,10/18870,0.0014963101070100846,0.023931245412765187,0.018420058118422164,DKK3/H6PD,2.0,,
GO:0098903,discovery_tumor_LIHC,GO:0098903,regulation of membrane repolarization during action potential,2/111,10/18870,0.0014963101070100846,0.023931245412765187,0.018420058118422164,CACNA2D1/FLNA,2.0,,
GO:1902645,discovery_tumor_LIHC,GO:1902645,tertiary alcohol biosynthetic process,2/111,10/18870,0.0014963101070100846,0.023931245412765187,0.018420058118422164,DKK3/H6PD,2.0,,
GO:1903596,discovery_tumor_LIHC,GO:1903596,regulation of gap junction assembly,2/111,10/18870,0.0014963101070100846,0.023931245412765187,0.018420058118422164,ACE/AGT,2.0,,
GO:1905918,discovery_tumor_LIHC,GO:1905918,regulation of CoA-transferase activity,2/111,10/18870,0.0014963101070100846,0.023931245412765187,0.018420058118422164,AGT/APOE,2.0,,
GO:0055094,discovery_tumor_LIHC,GO:0055094,response to lipoprotein particle,3/111,39/18870,0.0015517460813411466,0.024657745795762867,0.018979250882821087,APOE/CDH13/ITGB1,3.0,,
GO:0034103,discovery_tumor_LIHC,GO:0034103,regulation of tissue remodeling,4/111,85/18870,0.0015921886028296946,0.025138208517753446,0.019349066624131443,CSF1R/CST3/SPP1/TFRC,4.0,,
GO:0043491,discovery_tumor_LIHC,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,7/111,290/18870,0.0016406412065913777,0.025738212049901676,0.01981089381878023,AGT/AXL/CSF1R/ENG/FCGR3A/ITGB1/PTPRJ,7.0,,
GO:0050921,discovery_tumor_LIHC,GO:0050921,positive regulation of chemotaxis,5/111,145/18870,0.0016682645467604223,0.025875848321066326,0.019916833483445712,CALR/CDH13/CSF1R/NRP1/PLA2G7,5.0,,
GO:0035886,discovery_tumor_LIHC,GO:0035886,vascular associated smooth muscle cell differentiation,3/111,40/18870,0.0016704262618958772,0.025875848321066326,0.019916833483445712,COMP/ENG/SOD2,3.0,,
GO:0044282,discovery_tumor_LIHC,GO:0044282,small molecule catabolic process,8/111,375/18870,0.0016846513007876237,0.02593310096149948,0.01996090126788494,ADA2/ADIPOQ/ALDOB/APOE/DPEP2/ENO1/FAH/GOT1,8.0,,
GO:0006935,discovery_tumor_LIHC,GO:0006935,chemotaxis,9/111,468/18870,0.0017800395750777014,0.02686487933559939,0.02067809803338441,BST1/CALR/CDH13/CSF1R/DDT/ENPP2/NRP1/PLA2G7/PTPRJ,9.0,,
GO:0031952,discovery_tumor_LIHC,GO:0031952,regulation of protein autophosphorylation,3/111,41/18870,0.0017946362482192514,0.02686487933559939,0.02067809803338441,ACE/ADIPOQ/ENG,3.0,,
GO:0031943,discovery_tumor_LIHC,GO:0031943,regulation of glucocorticoid metabolic process,2/111,11/18870,0.0018218051698410287,0.02686487933559939,0.02067809803338441,DKK3/H6PD,2.0,,
GO:0031953,discovery_tumor_LIHC,GO:0031953,negative regulation of protein autophosphorylation,2/111,11/18870,0.0018218051698410287,0.02686487933559939,0.02067809803338441,ADIPOQ/ENG,2.0,,
GO:0042447,discovery_tumor_LIHC,GO:0042447,hormone catabolic process,2/111,11/18870,0.0018218051698410287,0.02686487933559939,0.02067809803338441,ACE/SPP1,2.0,,
GO:0072015,discovery_tumor_LIHC,GO:0072015,podocyte development,2/111,11/18870,0.0018218051698410287,0.02686487933559939,0.02067809803338441,ADIPOQ/PODXL,2.0,,
GO:0002460,discovery_tumor_LIHC,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,8/111,380/18870,0.0018301877144815603,0.02686487933559939,0.02067809803338441,C1QA/C1QB/C1QC/C7/FCGR3A/ICAM1/PVR/TFRC,8.0,,
GO:0042330,discovery_tumor_LIHC,GO:0042330,taxis,9/111,470/18870,0.001832440003402638,0.02686487933559939,0.02067809803338441,BST1/CALR/CDH13/CSF1R/DDT/ENPP2/NRP1/PLA2G7/PTPRJ,9.0,,
GO:0002687,discovery_tumor_LIHC,GO:0002687,positive regulation of leukocyte migration,5/111,149/18870,0.0018799224264328725,0.02723675844884803,0.02096433616102541,CALR/CSF1R/ICAM1/LYVE1/PLA2G7,5.0,,
GO:0031960,discovery_tumor_LIHC,GO:0031960,response to corticosteroid,5/111,149/18870,0.0018799224264328725,0.02723675844884803,0.02096433616102541,ACE/ADIPOQ/GOT1/IGFBP7/SERPINF1,5.0,,
GO:0045124,discovery_tumor_LIHC,GO:0045124,regulation of bone resorption,3/111,42/18870,0.0019244669939079853,0.027398625468181316,0.021088926413314765,CSF1R/SPP1/TFRC,3.0,,
GO:0071402,discovery_tumor_LIHC,GO:0071402,cellular response to lipoprotein particle stimulus,3/111,42/18870,0.0019244669939079853,0.027398625468181316,0.021088926413314765,APOE/CDH13/ITGB1,3.0,,
GO:1900026,discovery_tumor_LIHC,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,3/111,42/18870,0.0019244669939079853,0.027398625468181316,0.021088926413314765,CALR/FLNA/NRP1,3.0,,
GO:0043410,discovery_tumor_LIHC,GO:0043410,positive regulation of MAPK cascade,9/111,474/18870,0.0019409541991516905,0.027474541336267894,0.02114735942330426,APOE/CDH2/CSF1R/DDT/GLIPR2/ICAM1/MARCO/NRP1/PTPRJ,9.0,,
GO:0006094,discovery_tumor_LIHC,GO:0006094,gluconeogenesis,4/111,90/18870,0.0019646777548305338,0.02765143605798631,0.02128351661022431,ADIPOQ/ALDOB/ENO1/GOT1,4.0,,
GO:0097006,discovery_tumor_LIHC,GO:0097006,regulation of plasma lipoprotein particle levels,4/111,91/18870,0.002045808388967144,0.028504483219931463,0.021940113374402874,ADIPOQ/AGT/APOE/PLA2G7,4.0,,
GO:0001906,discovery_tumor_LIHC,GO:0001906,cell killing,6/111,223/18870,0.002057418765453725,0.028504483219931463,0.021940113374402874,C7/CADM1/CD5L/FCGR3A/ICAM1/PVR,6.0,,
GO:0010712,discovery_tumor_LIHC,GO:0010712,regulation of collagen metabolic process,3/111,43/18870,0.002060007313498904,0.028504483219931463,0.021940113374402874,CST3/ENG/ITGB1,3.0,,
GO:0002697,discovery_tumor_LIHC,GO:0002697,regulation of immune effector process,8/111,389/18870,0.0021171002660343293,0.028683812669379166,0.022078144589418924,AXL/CADM1/CD5L/COLEC11/ICAM1/PTPRJ/PVR/TFRC,8.0,,
GO:0030516,discovery_tumor_LIHC,GO:0030516,regulation of axon extension,4/111,92/18870,0.002129226810447669,0.028683812669379166,0.022078144589418924,APOE/CDH1/NRP1/OLFM1,4.0,,
GO:0034650,discovery_tumor_LIHC,GO:0034650,cortisol metabolic process,2/111,12/18870,0.002177780336652011,0.028683812669379166,0.022078144589418924,DKK3/H6PD,2.0,,
GO:0070327,discovery_tumor_LIHC,GO:0070327,thyroid hormone transport,2/111,12/18870,0.002177780336652011,0.028683812669379166,0.022078144589418924,SERPINA7/SLC3A2,2.0,,
GO:0071679,discovery_tumor_LIHC,GO:0071679,commissural neuron axon guidance,2/111,12/18870,0.002177780336652011,0.028683812669379166,0.022078144589418924,NCAM1/NRP1,2.0,,
GO:0072310,discovery_tumor_LIHC,GO:0072310,glomerular epithelial cell development,2/111,12/18870,0.002177780336652011,0.028683812669379166,0.022078144589418924,ADIPOQ/PODXL,2.0,,
GO:0097084,discovery_tumor_LIHC,GO:0097084,vascular associated smooth muscle cell development,2/111,12/18870,0.002177780336652011,0.028683812669379166,0.022078144589418924,COMP/ENG,2.0,,
GO:1900121,discovery_tumor_LIHC,GO:1900121,negative regulation of receptor binding,2/111,12/18870,0.002177780336652011,0.028683812669379166,0.022078144589418924,ADIPOQ/PTPRF,2.0,,
GO:2001046,discovery_tumor_LIHC,GO:2001046,positive regulation of integrin-mediated signaling pathway,2/111,12/18870,0.002177780336652011,0.028683812669379166,0.022078144589418924,FLNA/LAMB1,2.0,,
GO:0071526,discovery_tumor_LIHC,GO:0071526,semaphorin-plexin signaling pathway,3/111,44/18870,0.0022013439090009033,0.028839947063134176,0.022198322397035983,FLNA/NCAM1/NRP1,3.0,,
GO:0019319,discovery_tumor_LIHC,GO:0019319,hexose biosynthetic process,4/111,93/18870,0.0022149657351315803,0.028864870929254403,0.022217506482717773,ADIPOQ/ALDOB/ENO1/GOT1,4.0,,
GO:0009743,discovery_tumor_LIHC,GO:0009743,response to carbohydrate,6/111,230/18870,0.002401256257862472,0.031127864016396146,0.023959349143547432,ACE/ADIPOQ/HNF4A/ICAM1/SERPINF1/SOD2,6.0,,
GO:0010976,discovery_tumor_LIHC,GO:0010976,positive regulation of neuron projection development,5/111,158/18870,0.0024272659310127323,0.03130029313133172,0.024092069119613837,APOE/CNTN1/FLNA/NRP1/SERPINF1,5.0,,
GO:0010594,discovery_tumor_LIHC,GO:0010594,regulation of endothelial cell migration,6/111,231/18870,0.002453703628910766,0.031476416864620924,0.024227632870988433,AGT/APOE/CALR/MMRN2/NRP1/SERPINF1,6.0,,
GO:0007162,discovery_tumor_LIHC,GO:0007162,negative regulation of cell adhesion,7/111,312/18870,0.0024770600084244167,0.03161139274999657,0.024331524816865967,ADIPOQ/CDH1/CDH13/FBLN1/HSPG2/PODXL/TGFBI,7.0,,
GO:0007411,discovery_tumor_LIHC,GO:0007411,axon guidance,6/111,233/18870,0.0025611822834833396,0.03177001255371802,0.02445361566307505,ALCAM/CNTN1/CSF1R/NCAM1/NRP1/ROBO4,6.0,,
GO:0097485,discovery_tumor_LIHC,GO:0097485,neuron projection guidance,6/111,233/18870,0.0025611822834833396,0.03177001255371802,0.02445361566307505,ALCAM/CNTN1/CSF1R/NCAM1/NRP1/ROBO4,6.0,,
GO:0010642,discovery_tumor_LIHC,GO:0010642,negative regulation of platelet-derived growth factor receptor signaling pathway,2/111,13/18870,0.0025638722813799233,0.03177001255371802,0.02445361566307505,ADIPOQ/PTPRJ,2.0,,
GO:0071285,discovery_tumor_LIHC,GO:0071285,cellular response to lithium ion,2/111,13/18870,0.0025638722813799233,0.03177001255371802,0.02445361566307505,CALR/CDH1,2.0,,
GO:1905065,discovery_tumor_LIHC,GO:1905065,positive regulation of vascular associated smooth muscle cell differentiation,2/111,13/18870,0.0025638722813799233,0.03177001255371802,0.02445361566307505,ENG/SOD2,2.0,,
GO:0001822,discovery_tumor_LIHC,GO:0001822,kidney development,7/111,314/18870,0.002566882865688139,0.03177001255371802,0.02445361566307505,ACE/ADIPOQ/AGT/NRP1/PODXL/SERPINF1/UMOD,7.0,,
GO:0061337,discovery_tumor_LIHC,GO:0061337,cardiac conduction,4/111,97/18870,0.0025817764397657577,0.0317945768557153,0.0244725229895691,AGT/CACNA2D1/DSG2/FLNA,4.0,,
GO:0003044,discovery_tumor_LIHC,GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,3/111,47/18870,0.0026609672330667254,0.03260677758728032,0.025097679951574615,ACE/AGT/SOD2,3.0,,
GO:0098869,discovery_tumor_LIHC,GO:0098869,cellular oxidant detoxification,4/111,99/18870,0.002779946031946143,0.03389607463704629,0.026090061508780633,APOE/GPX3/SOD2/SOD3,4.0,,
GO:0071901,discovery_tumor_LIHC,GO:0071901,negative regulation of protein serine/threonine kinase activity,4/111,100/18870,0.002882833695548296,0.03497743542923868,0.026922392977352768,ADIPOQ/AGT/APOE/PTPRJ,4.0,,
GO:0007160,discovery_tumor_LIHC,GO:0007160,cell-matrix adhesion,6/111,239/18870,0.0029049306010537424,0.03506368658482586,0.026988781135231482,BST1/CDH13/ITGB1/LYVE1/NRP1/PTPRJ,6.0,,
GO:0032908,discovery_tumor_LIHC,GO:0032908,regulation of transforming growth factor beta1 production,2/111,14/18870,0.002979720830711142,0.03506368658482586,0.026988781135231482,AGT/LUM,2.0,,
GO:0034309,discovery_tumor_LIHC,GO:0034309,primary alcohol biosynthetic process,2/111,14/18870,0.002979720830711142,0.03506368658482586,0.026988781135231482,DKK3/H6PD,2.0,,
GO:0010543,discovery_tumor_LIHC,GO:0010543,regulation of platelet activation,3/111,49/18870,0.00299786100733295,0.03506368658482586,0.026988781135231482,APOE/FLNA/GP1BA,3.0,,
GO:0046850,discovery_tumor_LIHC,GO:0046850,regulation of bone remodeling,3/111,49/18870,0.00299786100733295,0.03506368658482586,0.026988781135231482,CSF1R/SPP1/TFRC,3.0,,
GO:0061028,discovery_tumor_LIHC,GO:0061028,establishment of endothelial barrier,3/111,49/18870,0.00299786100733295,0.03506368658482586,0.026988781135231482,CDH5/ICAM1/ROBO4,3.0,,
GO:1900047,discovery_tumor_LIHC,GO:1900047,negative regulation of hemostasis,3/111,49/18870,0.00299786100733295,0.03506368658482586,0.026988781135231482,APOE/COMP/GP1BA,3.0,,
GO:0070665,discovery_tumor_LIHC,GO:0070665,positive regulation of leukocyte proliferation,5/111,166/18870,0.0030038318592765963,0.03506368658482586,0.026988781135231482,BST1/CSF1R/FCGR3A/ICOSLG/TFRC,5.0,,
GO:0072001,discovery_tumor_LIHC,GO:0072001,renal system development,7/111,324/18870,0.0030542638127171277,0.03548420646567116,0.027312458424545914,ACE/ADIPOQ/AGT/NRP1/PODXL/SERPINF1/UMOD,7.0,,
GO:0046364,discovery_tumor_LIHC,GO:0046364,monosaccharide biosynthetic process,4/111,102/18870,0.003096372761603466,0.03580453573628797,0.02755901825375756,ADIPOQ/ALDOB/ENO1/GOT1,4.0,,
GO:0043114,discovery_tumor_LIHC,GO:0043114,regulation of vascular permeability,3/111,50/18870,0.003175680977022927,0.03638001044840684,0.0280019654326477,APOE/CDH5/PTPRJ,3.0,,
GO:0071827,discovery_tumor_LIHC,GO:0071827,plasma lipoprotein particle organization,3/111,50/18870,0.003175680977022927,0.03638001044840684,0.0280019654326477,AGT/APOE/PLA2G7,3.0,,
GO:0019218,discovery_tumor_LIHC,GO:0019218,regulation of steroid metabolic process,4/111,104/18870,0.003320472244702431,0.03786260712362078,0.029143131153553017,APOE/DKK3/H6PD/IGFBP7,4.0,,
GO:0045926,discovery_tumor_LIHC,GO:0045926,negative regulation of growth,6/111,247/18870,0.003415675210362497,0.038170581445644426,0.029380181286666075,CDH1/ENO1/HNF4A/NRP1/PTPRJ/SPP1,6.0,,
GO:0010226,discovery_tumor_LIHC,GO:0010226,response to lithium ion,2/111,15/18870,0.0034249689401085743,0.038170581445644426,0.029380181286666075,CALR/CDH1,2.0,,
GO:0042159,discovery_tumor_LIHC,GO:0042159,lipoprotein catabolic process,2/111,15/18870,0.0034249689401085743,0.038170581445644426,0.029380181286666075,APOE/CTSD,2.0,,
GO:0086069,discovery_tumor_LIHC,GO:0086069,bundle of His cell to Purkinje myocyte communication,2/111,15/18870,0.0034249689401085743,0.038170581445644426,0.029380181286666075,CACNA2D1/DSG2,2.0,,
GO:0090030,discovery_tumor_LIHC,GO:0090030,regulation of steroid hormone biosynthetic process,2/111,15/18870,0.0034249689401085743,0.038170581445644426,0.029380181286666075,DKK3/H6PD,2.0,,
GO:0051896,discovery_tumor_LIHC,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,6/111,248/18870,0.0034839340497793067,0.03865283587660555,0.02975137611973699,AGT/AXL/CSF1R/ENG/ITGB1/PTPRJ,6.0,,
GO:0031103,discovery_tumor_LIHC,GO:0031103,axon regeneration,3/111,52/18870,0.0035504302844744703,0.03903888299402063,0.03004851946587651,FLNA/PTPRF/SPP1,3.0,,
GO:0050819,discovery_tumor_LIHC,GO:0050819,negative regulation of coagulation,3/111,52/18870,0.0035504302844744703,0.03903888299402063,0.03004851946587651,APOE/GP1BA/PROCR,3.0,,
GO:0016042,discovery_tumor_LIHC,GO:0016042,lipid catabolic process,7/111,334/18870,0.003609669932186543,0.03951385352433536,0.03041410782628287,ADIPOQ/APOE/DPEP2/ENPP2/FUCA1/PLA2G7/SPP1,7.0,,
GO:0050727,discovery_tumor_LIHC,GO:0050727,regulation of inflammatory response,8/111,425/18870,0.0036364629919442863,0.039631010394507865,0.030504284343230836,ADIPOQ/AGT/APOE/BST1/CDH5/DDT/PLA2G7/PSMA1,8.0,,
GO:0007173,discovery_tumor_LIHC,GO:0007173,epidermal growth factor receptor signaling pathway,4/111,107/18870,0.0036769642269520544,0.03989587176644453,0.03070815011704452,AGT/CDH13/EFEMP1/PTPRJ,4.0,,
