Protein cluster,,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
7,R-HSA-381426,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),3/21,125/11009,0.0016367255188860228,0.009196838629930985,0.005496772419316467,CP/IGFBP2/TIMP1,3,,
7,R-HSA-166016,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,3/21,146/11009,0.002550623610057749,0.013680617544855197,0.00817664028104637,S100A8/S100A9/SAA1,3,,
7,R-HSA-6783783,R-HSA-6783783,Interleukin-10 signaling,2/21,47/11009,0.0035575728690155984,0.018251895588862633,0.010908804678446002,ICAM1/TIMP1,2,,
7,R-HSA-168898,R-HSA-168898,Toll-like Receptor Cascades,3/21,168/11009,0.0037930844500535417,0.018649331879429916,0.011146344655859092,S100A8/S100A9/SAA1,3,,
7,R-HSA-983169,R-HSA-983169,Class I MHC mediated antigen processing & presentation,4/21,381/11009,0.005295165130293448,0.024993179414985075,0.014937939525459413,HLA-A/MRC1/S100A8/S100A9,4,,
7,R-HSA-9824439,R-HSA-9824439,Bacterial Infection Pathways,2/21,73/11009,0.00839479401009702,0.038099449738132625,0.022771303590141713,ENO1/MRC1,2,,
7,R-HSA-449147,R-HSA-449147,Signaling by Interleukins,4/21,473/11009,0.011250143751981941,0.04916729491606922,0.029386340404787138,ICAM1/SAA1/SOD2/TIMP1,4,,
7,R-HSA-6798695,R-HSA-6798695,Neutrophil degranulation,4/21,480/11009,0.011829527364778636,0.04985300818013854,0.029796177948878524,LRG1/S100A8/S100A9/SERPINA3,4,,
7,GO:0007159,GO:0007159,leukocyte cell-cell adhesion,7/22,419/18870,3.2364338601770575e-07,0.0001731924935377884,0.00010273704181944994,FGL1/HLA-A/ICAM1/IGFBP2/LRG1/S100A8/S100A9,7,,
7,GO:0006959,GO:0006959,humoral immune response,6/22,258/18870,3.8274584207246056e-07,0.0001731924935377884,0.00010273704181944994,C2/CFHR5/CFI/HLA-A/S100A9/SERPING1,6,,
7,GO:0006956,GO:0006956,complement activation,4/22,67/18870,1.0117596103250116e-06,0.00030521414911471184,0.0001810517197423705,C2/CFHR5/CFI/SERPING1,4,,
7,GO:2001233,GO:2001233,regulation of apoptotic signaling pathway,6/22,398/18870,4.75136556748702e-06,0.0010749964596439383,0.0006376832735311527,ENO1/ICAM1/NRP1/S100A8/S100A9/SOD2,6,,
7,GO:0006958,GO:0006958,"complement activation, classical pathway",3/22,42/18870,1.5331043040077524e-05,0.002567741288450888,0.0015231730818376886,C2/CFI/SERPING1,3,,
7,GO:0052548,GO:0052548,regulation of endopeptidase activity,5/22,288/18870,1.7023699149950637e-05,0.002567741288450888,0.0015231730818376886,S100A8/S100A9/SERPINA3/SERPING1/TIMP1,5,,
7,GO:0006953,GO:0006953,acute-phase response,3/22,48/18870,2.2993618699021223e-05,0.002829507536553916,0.0016784516936812993,CRP/SAA1/SERPINA3,3,,
7,GO:0052547,GO:0052547,regulation of peptidase activity,5/22,312/18870,2.501222131760368e-05,0.002829507536553916,0.0016784516936812993,S100A8/S100A9/SERPINA3/SERPING1/TIMP1,5,,
7,GO:0002455,GO:0002455,humoral immune response mediated by circulating immunoglobulin,3/22,55/18870,3.469338319104015e-05,0.0034886124208768155,0.0020694298745532725,C2/CFI/SERPING1,3,,
7,GO:0032496,GO:0032496,response to lipopolysaccharide,5/22,348/18870,4.2159446648724056e-05,0.0038154299217095272,0.0022632966095630807,C2/MRC1/S100A8/S100A9/SOD2,5,,
7,GO:0002449,GO:0002449,lymphocyte mediated immunity,5/22,368/18870,5.499754544807861e-05,0.004139710435789674,0.0024556584149493855,C2/CFI/HLA-A/ICAM1/SERPING1,5,,
7,GO:0002237,GO:0002237,response to molecule of bacterial origin,5/22,369/18870,5.5710786600062735e-05,0.004139710435789674,0.0024556584149493855,C2/MRC1/S100A8/S100A9/SOD2,5,,
7,GO:2001242,GO:2001242,regulation of intrinsic apoptotic signaling pathway,4/22,190/18870,6.320218463151001e-05,0.004139710435789674,0.0024556584149493855,ENO1/S100A8/S100A9/SOD2,4,,
7,GO:0002460,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,5/22,380/18870,6.403971944868005e-05,0.004139710435789674,0.0024556584149493855,C2/CFI/HLA-A/ICAM1/SERPING1,5,,
7,GO:0051238,GO:0051238,sequestering of metal ion,2/22,12/18870,8.50346077885396e-05,0.005130421336575223,0.0030433438576951016,S100A8/S100A9,2,,
7,GO:0070486,GO:0070486,leukocyte aggregation,2/22,13/18870,0.0001004244637087886,0.005655177649485989,0.003354627044184768,S100A8/S100A9,2,,
7,GO:0042060,GO:0042060,wound healing,5/22,423/18870,0.00010622985639918433,0.005655177649485989,0.003354627044184768,FGL1/LRG1/SAA1/SERPING1/TIMP1,5,,
7,GO:0017014,GO:0017014,protein nitrosylation,2/22,16/18870,0.0001541720609396692,0.0072058784205614925,0.004274496068027172,S100A8/S100A9,2,,
7,GO:0018119,GO:0018119,peptidyl-cysteine S-nitrosylation,2/22,16/18870,0.0001541720609396692,0.0072058784205614925,0.004274496068027172,S100A8/S100A9,2,,
7,GO:2001234,GO:2001234,negative regulation of apoptotic signaling pathway,4/22,243/18870,0.00016351178622330442,0.0072058784205614925,0.004274496068027172,ENO1/ICAM1/NRP1/SOD2,4,,
7,GO:0002443,GO:0002443,leukocyte mediated immunity,5/22,466/18870,0.00016720822854341584,0.0072058784205614925,0.004274496068027172,C2/CFI/HLA-A/ICAM1/SERPING1,5,,
7,GO:0002523,GO:0002523,leukocyte migration involved in inflammatory response,2/22,19/18870,0.00021923010468763017,0.008626228032274145,0.005117041345111734,S100A8/S100A9,2,,
7,GO:0002544,GO:0002544,chronic inflammatory response,2/22,19/18870,0.00021923010468763017,0.008626228032274145,0.005117041345111734,S100A8/S100A9,2,,
7,GO:0002526,GO:0002526,acute inflammatory response,3/22,107/18870,0.00025237210116427905,0.009135870062146903,0.005419358803948729,CRP/SAA1/SERPINA3,3,,
7,GO:0030593,GO:0030593,neutrophil chemotaxis,3/22,107/18870,0.00025237210116427905,0.009135870062146903,0.005419358803948729,S100A8/S100A9/SAA1,3,,
7,GO:0010951,GO:0010951,negative regulation of endopeptidase activity,3/22,128/18870,0.00042723090042097233,0.014362316986624275,0.008519664627133912,SERPINA3/SERPING1/TIMP1,3,,
7,GO:1990266,GO:1990266,neutrophil migration,3/22,129/18870,0.0004370730700481331,0.014362316986624275,0.008519664627133912,S100A8/S100A9/SAA1,3,,
7,GO:0071621,GO:0071621,granulocyte chemotaxis,3/22,130/18870,0.00044706009914766376,0.014362316986624275,0.008519664627133912,S100A8/S100A9/SAA1,3,,
7,GO:0097193,GO:0097193,intrinsic apoptotic signaling pathway,4/22,319/18870,0.0004608749447676438,0.014362316986624275,0.008519664627133912,ENO1/S100A8/S100A9/SOD2,4,,
7,GO:0044403,GO:0044403,biological process involved in symbiotic interaction,4/22,322/18870,0.0004774437704290539,0.014362316986624275,0.008519664627133912,CFHR5/ICAM1/MRC1/NRP1,4,,
7,GO:0060326,GO:0060326,cell chemotaxis,4/22,325/18870,0.0004944348993675045,0.014362316986624275,0.008519664627133912,NRP1/S100A8/S100A9/SAA1,4,,
7,GO:0010466,GO:0010466,negative regulation of peptidase activity,3/22,137/18870,0.0005211009022769589,0.014362316986624275,0.008519664627133912,SERPINA3/SERPING1/TIMP1,3,,
7,GO:0042742,GO:0042742,defense response to bacterium,4/22,330/18870,0.0005237087961973493,0.014362316986624275,0.008519664627133912,CRP/HLA-A/S100A8/S100A9,4,,
7,GO:0007584,GO:0007584,response to nutrient,3/22,155/18870,0.0007464033161564556,0.01911723695788447,0.011340262690923034,C2/IGFBP2/SOD2,3,,
7,GO:0046718,GO:0046718,viral entry into host cell,3/22,156/18870,0.00076046467456778,0.01911723695788447,0.011340262690923034,ICAM1/MRC1/NRP1,3,,
7,GO:0097530,GO:0097530,granulocyte migration,3/22,156/18870,0.00076046467456778,0.01911723695788447,0.011340262690923034,S100A8/S100A9/SAA1,3,,
7,GO:0006882,GO:0006882,intracellular zinc ion homeostasis,2/22,36/18870,0.0007980532597849179,0.019519951354198668,0.011579151137704356,S100A8/S100A9,2,,
7,GO:0030307,GO:0030307,positive regulation of cell growth,3/22,163/18870,0.0008636481310695485,0.02004106560558824,0.011888273868973544,NRP1/S100A8/S100A9,3,,
7,GO:0044409,GO:0044409,entry into host,3/22,163/18870,0.0008636481310695485,0.02004106560558824,0.011888273868973544,ICAM1/MRC1/NRP1,3,,
7,GO:0042554,GO:0042554,superoxide anion generation,2/22,41/18870,0.0010350774575475477,0.02285774256241126,0.013559114517975857,CRP/SOD2,2,,
7,GO:0050900,GO:0050900,leukocyte migration,4/22,396/18870,0.0010355441381865874,0.02285774256241126,0.013559114517975857,ICAM1/S100A8/S100A9/SAA1,4,,
7,GO:0014002,GO:0014002,astrocyte development,2/22,43/18870,0.0011382402100177005,0.024526366430143307,0.01454893501526384,S100A8/S100A9,2,,
7,GO:0018198,GO:0018198,peptidyl-cysteine modification,2/22,45/18870,0.0012461450717771575,0.025790980721733036,0.01529909877067037,S100A8/S100A9,2,,
7,GO:0001558,GO:0001558,regulation of cell growth,4/22,417/18870,0.001253926134537297,0.025790980721733036,0.01529909877067037,ENO1/NRP1/S100A8/S100A9,4,,
7,GO:0044000,GO:0044000,movement in host,3/22,188/18870,0.0013035581318874025,0.026216002430179984,0.015551219819007608,ICAM1/MRC1/NRP1,3,,
7,GO:0010043,GO:0010043,response to zinc ion,2/22,51/18870,0.0015981063255562252,0.03144100488322574,0.018650668787955946,S100A8/SOD2,2,,
7,GO:0016064,GO:0016064,immunoglobulin mediated immune response,3/22,205/18870,0.001670820951718113,0.032172190666061536,0.0190844050476201,C2/CFI/SERPING1,3,,
7,GO:0019724,GO:0019724,B cell mediated immunity,3/22,208/18870,0.001741679501476569,0.03283791560075615,0.01947931021388268,C2/CFI/SERPING1,3,,
7,GO:0051701,GO:0051701,biological process involved in interaction with host,3/22,211/18870,0.0018143994374123233,0.033510846752207196,0.019878490076912673,ICAM1/MRC1/NRP1,3,,
7,GO:0006935,GO:0006935,chemotaxis,4/22,468/18870,0.0019160487105289502,0.033870158231814496,0.020091632100291235,NRP1/S100A8/S100A9/SAA1,4,,
7,GO:0050832,GO:0050832,defense response to fungus,2/22,56/18870,0.0019234682622759928,0.033870158231814496,0.020091632100291235,S100A8/S100A9,2,,
7,GO:0042330,GO:0042330,taxis,4/22,470/18870,0.0019461306387340924,0.033870158231814496,0.020091632100291235,NRP1/S100A8/S100A9/SAA1,4,,
7,GO:0051346,GO:0051346,negative regulation of hydrolase activity,3/22,218/18870,0.0019914184997575413,0.03400441023170896,0.02017126980886487,SERPINA3/SERPING1/TIMP1,3,,
7,GO:0032102,GO:0032102,negative regulation of response to external stimulus,4/22,481/18870,0.0021174977764153308,0.03415918094358921,0.020263079129084614,HLA-A/NRP1/SAA1/SERPING1,4,,
7,GO:0001906,GO:0001906,cell killing,3/22,223/18870,0.0021242489849812615,0.03415918094358921,0.020263079129084614,CFHR5/HLA-A/ICAM1,3,,
7,GO:0045785,GO:0045785,positive regulation of cell adhesion,4/22,482/18870,0.002133579737353925,0.03415918094358921,0.020263079129084614,HLA-A/IGFBP2/NRP1/SAA1,4,,
7,GO:0007596,GO:0007596,blood coagulation,3/22,224/18870,0.002151462225176337,0.03415918094358921,0.020263079129084614,FGL1/SAA1/SERPING1,3,,
7,GO:0050817,GO:0050817,coagulation,3/22,229/18870,0.0022907986509268017,0.0353859013434501,0.020990764390996855,FGL1/SAA1/SERPING1,3,,
7,GO:0007599,GO:0007599,hemostasis,3/22,231/18870,0.0023480708771532886,0.0353859013434501,0.020990764390996855,FGL1/SAA1/SERPING1,3,,
7,GO:0001667,GO:0001667,ameboidal-type cell migration,4/22,497/18870,0.0023851270518789568,0.0353859013434501,0.020990764390996855,LRG1/NRP1/S100A9/TIMP1,4,,
7,GO:0016049,GO:0016049,cell growth,4/22,497/18870,0.0023851270518789568,0.0353859013434501,0.020990764390996855,ENO1/NRP1/S100A8/S100A9,4,,
7,GO:0045861,GO:0045861,negative regulation of proteolysis,3/22,235/18870,0.002465278190568875,0.03596779133287723,0.02133593902851688,SERPINA3/SERPING1/TIMP1,3,,
7,GO:2001244,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,2/22,64/18870,0.0025038351977583044,0.03596779133287723,0.02133593902851688,S100A8/S100A9,2,,
7,GO:0030595,GO:0030595,leukocyte chemotaxis,3/22,240/18870,0.0026168297315869123,0.03673524289662852,0.021791187993347536,S100A8/S100A9/SAA1,3,,
7,GO:0032944,GO:0032944,regulation of mononuclear cell proliferation,3/22,242/18870,0.002679034288593903,0.03673524289662852,0.021791187993347536,CRP/HLA-A/IGFBP2,3,,
7,GO:0097529,GO:0097529,myeloid leukocyte migration,3/22,242/18870,0.002679034288593903,0.03673524289662852,0.021791187993347536,S100A8/S100A9/SAA1,3,,
7,GO:0009620,GO:0009620,response to fungus,2/22,67/18870,0.002740222324449521,0.03700362278334847,0.02195038978715641,S100A8/S100A9,2,,
7,GO:0006919,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,2/22,68/18870,0.0028212706873492204,0.03700362278334847,0.02195038978715641,S100A8/S100A9,2,,
7,GO:2000379,GO:2000379,positive regulation of reactive oxygen species metabolic process,2/22,68/18870,0.0028212706873492204,0.03700362278334847,0.02195038978715641,CRP/SOD2,2,,
7,GO:0045927,GO:0045927,positive regulation of growth,3/22,256/18870,0.0031402607660470745,0.040236313999884185,0.023868008304671052,NRP1/S100A8/S100A9,3,,
7,GO:0006801,GO:0006801,superoxide metabolic process,2/22,72/18870,0.003156661098333456,0.040236313999884185,0.023868008304671052,CRP/SOD2,2,,
7,GO:0070663,GO:0070663,regulation of leukocyte proliferation,3/22,267/18870,0.003535008125915518,0.044433088249354775,0.02635751672831746,CRP/HLA-A/IGFBP2,3,,
8,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,4/25,49/4383,0.00014680019690092635,0.004110405513225938,0.0035541100302329534,CAT/PRDX2/SOD1/TXN,4,,
8,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,HALLMARK_GLYCOLYSIS,6/25,200/4383,0.0007157040151513712,0.0066799041414127985,0.005775856964379487,LDHA/PGK1/PPIA/SOD1/TALDO1/TXN,6,,
8,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,6/25,200/4383,0.0007157040151513712,0.0066799041414127985,0.005775856964379487,CA1/CA2/CAT/HBB/PRDX2/SELENBP1,6,,
8,hsa00010,hsa00010,Glycolysis / Gluconeogenesis,3/29,67/8843,0.0013194239896568277,0.039475097490228706,0.030220170327447813,LDHA/LDHB/PGK1,3,Metabolism,Carbohydrate metabolism
8,hsa00910,hsa00910,Nitrogen metabolism,2/29,17/8843,0.0013698848067793103,0.039475097490228706,0.030220170327447813,CA1/CA2,2,Metabolism,Energy metabolism
8,hsa00511,hsa00511,Other glycan degradation,2/29,18/8843,0.0015379908113076117,0.039475097490228706,0.030220170327447813,FUCA2/MANBA,2,Metabolism,Glycan biosynthesis and metabolism
8,R-HSA-1237044,R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,4/35,13/11009,5.997146310804026e-08,4.377916806886939e-06,3.187956723111614e-06,CA1/CA2/HBA1/HBB,4,,
8,R-HSA-1480926,R-HSA-1480926,O2/CO2 exchange in erythrocytes,4/35,13/11009,5.997146310804026e-08,4.377916806886939e-06,3.187956723111614e-06,CA1/CA2/HBA1/HBB,4,,
8,R-HSA-9711123,R-HSA-9711123,Cellular response to chemical stress,7/35,215/11009,4.151106422195708e-06,0.00017087600022039416,0.00012443025250367566,CAT/HBA1/HBB/PRDX2/SOD1/TALDO1/TXN,7,,
8,R-HSA-3299685,R-HSA-3299685,Detoxification of Reactive Oxygen Species,4/35,37/11009,5.247744737977712e-06,0.00017087600022039416,0.00012443025250367566,CAT/PRDX2/SOD1/TXN,4,,
8,R-HSA-8950505,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,4/35,38/11009,5.851917815766924e-06,0.00017087600022039416,0.00012443025250367566,CA1/PPIA/SOD1/TALDO1,4,,
8,R-HSA-6798695,R-HSA-6798695,Neutrophil degranulation,9/35,480/11009,1.3525256638605151e-05,0.0002890057646348139,0.00021045120568216445,CAT/CEACAM8/CST3/FUCA2/HBB/MANBA/PNP/PPIA/PRSS3,9,,
8,R-HSA-9020591,R-HSA-9020591,Interleukin-12 signaling,4/35,47/11009,1.385644077016231e-05,0.0002890057646348139,0.00021045120568216445,CA1/PPIA/SOD1/TALDO1,4,,
8,R-HSA-447115,R-HSA-447115,Interleukin-12 family signaling,4/35,57/11009,3.0002782790091765e-05,0.0005475507859191747,0.00039872119234200907,CA1/PPIA/SOD1/TALDO1,4,,
8,R-HSA-1475029,R-HSA-1475029,Reversible hydration of carbon dioxide,2/35,12/11009,0.0006352617459993096,0.010305357212877687,0.007504261560927517,CA1/CA2,2,,
8,R-HSA-2168880,R-HSA-2168880,Scavenging of heme from plasma,2/35,13/11009,0.0007492660554194945,0.010939284409124618,0.00796588122077568,HBA1/HBB,2,,
8,GO:0042743,GO:0042743,hydrogen peroxide metabolic process,6/40,54/18870,1.4690295998169273e-09,1.6306228557967892e-06,1.271097190578436e-06,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:0098869,GO:0098869,cellular oxidant detoxification,6/40,99/18870,5.944734873401663e-08,3.299327854737923e-05,2.5718800347032456e-05,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:1990748,GO:1990748,cellular detoxification,6/40,119/18870,1.7848618328369002e-07,6.603988781496531e-05,5.147917286287481e-05,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:0097237,GO:0097237,cellular response to toxic substance,6/40,128/18870,2.7510441284311715e-07,7.634147456396501e-05,5.950942825185324e-05,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:0042744,GO:0042744,hydrogen peroxide catabolic process,4/40,31/18870,5.224909540276396e-07,0.00011599299179413599,9.041843457067785e-05,CAT/HBA1/HBB/PRDX2,4,,
8,GO:0098754,GO:0098754,detoxification,6/40,158/18870,9.504330865462988e-07,0.00017583012101106527,0.00013706245563878204,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:0006979,GO:0006979,response to oxidative stress,8/40,400/18870,1.6142432926229248e-06,0.0002559728649730638,0.00019953503556932996,CAT/HBA1/HBB/MBL2/PPIA/PRDX2/SOD1/TXN,8,,
8,GO:0042542,GO:0042542,response to hydrogen peroxide,5/40,101/18870,2.2544747413091606e-06,0.00031280837035664604,0.00024383924175738555,CAT/HBA1/HBB/SOD1/TXN,5,,
8,GO:0015670,GO:0015670,carbon dioxide transport,3/40,15/18870,3.944613179173918e-06,0.00047846109657035925,0.000372968251665088,CA2/HBA1/HBB,3,,
8,GO:0000302,GO:0000302,response to reactive oxygen species,6/40,205/18870,4.310460329462696e-06,0.00047846109657035925,0.000372968251665088,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:0031638,GO:0031638,zymogen activation,4/40,59/18870,7.241364636242049e-06,0.0007307195223844249,0.0005696078211474608,APOH/CTSL/PGK1/PRSS3,4,,
8,GO:0072593,GO:0072593,reactive oxygen species metabolic process,6/40,234/18870,9.19975347664471e-06,0.0008509771965896357,0.0006633506454212239,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:0015669,GO:0015669,gas transport,3/40,22/18870,1.3214259689371031e-05,0.0011282944811693727,0.0008795240052358696,CA2/HBA1/HBB,3,,
8,GO:0009636,GO:0009636,response to toxic substance,6/40,258/18870,1.6020090859536714e-05,0.001270164346720411,0.0009901138862059532,CAT/HBA1/HBB/PRDX2/SOD1/TXN,6,,
8,GO:1901136,GO:1901136,carbohydrate derivative catabolic process,5/40,178/18870,3.5550363963126514e-05,0.002630726933271362,0.00205069467913614,CST3/CTSL/FUCA2/MANBA/PNP,5,,
8,GO:0043410,GO:0043410,positive regulation of MAPK cascade,7/40,474/18870,5.4887493411619496e-05,0.0038078198554311027,0.002968257867391528,CSF1R/GLIPR2/GPNMB/IGFBP6/PPIA/PRDX2/SOD1,7,,
8,GO:0006516,GO:0006516,glycoprotein catabolic process,3/40,36/18870,6.001832282540456e-05,0.003918843431541121,0.0030548025611444297,CST3/CTSL/MANBA,3,,
8,GO:0034599,GO:0034599,cellular response to oxidative stress,5/40,255/18870,0.00019372650815097754,0.011946468002643615,0.009312467233924183,CAT/PPIA/PRDX2/SOD1/TXN,5,,
8,GO:0019755,GO:0019755,one-carbon compound transport,3/40,61/18870,0.00029162681812842293,0.017037145690660498,0.013280733767399648,CA2/HBA1/HBB,3,,
8,GO:0034614,GO:0034614,cellular response to reactive oxygen species,4/40,154/18870,0.00031018185175832455,0.017215092772587013,0.013419446428702252,CAT/PRDX2/SOD1/TXN,4,,
8,GO:0015671,GO:0015671,oxygen transport,2/40,15/18870,0.0004520780710677294,0.023895555185008552,0.018626976161286894,HBA1/HBB,2,,
8,GO:0062197,GO:0062197,cellular response to chemical stress,5/40,317/18870,0.0005266352445234569,0.02657114188277442,0.02071263976068333,CAT/PPIA/PRDX2/SOD1/TXN,5,,
8,GO:0044403,GO:0044403,biological process involved in symbiotic interaction,5/40,322/18870,0.0005653926148535364,0.027286339238583715,0.02127014779906668,CSF1R/CTSL/FUCA2/MBL2/PPIA,5,,
8,GO:0006089,GO:0006089,lactate metabolic process,2/40,18/18870,0.0006560972619841112,0.030344498366765144,0.023654032866269274,LDHA/LDHB,2,,
8,GO:0034103,GO:0034103,regulation of tissue remodeling,3/40,85/18870,0.000772663310666629,0.03298677980153685,0.025713734468338828,CSF1R/CST3/GPNMB,3,,
8,GO:0072524,GO:0072524,pyridine-containing compound metabolic process,3/40,85/18870,0.000772663310666629,0.03298677980153685,0.025713734468338828,LDHB/PNP/TALDO1,3,,
8,GO:0061687,GO:0061687,detoxification of inorganic compound,2/40,22/18870,0.0009852808364728919,0.04050598994388556,0.03157508177702601,CAT/TXN,2,,
8,GO:0019430,GO:0019430,removal of superoxide radicals,2/40,23/18870,0.0010776719569621097,0.04272199543671221,0.033302494309129856,PRDX2/SOD1,2,,
8,GO:0007596,GO:0007596,blood coagulation,4/40,224/18870,0.001263663547226289,0.045633611113609855,0.03557214635883101,APOH/HBB/PPIA/PRDX2,4,,
8,GO:0071450,GO:0071450,cellular response to oxygen radical,2/40,25/18870,0.001274452202271987,0.045633611113609855,0.03557214635883101,PRDX2/SOD1,2,,
8,GO:0071451,GO:0071451,cellular response to superoxide,2/40,25/18870,0.001274452202271987,0.045633611113609855,0.03557214635883101,PRDX2/SOD1,2,,
8,GO:0050817,GO:0050817,coagulation,4/40,229/18870,0.001370684797181636,0.046202679085895836,0.03601574415230572,APOH/HBB/PPIA/PRDX2,4,,
8,GO:0032148,GO:0032148,activation of protein kinase B activity,2/40,26/18870,0.0013788083046050044,0.046202679085895836,0.03601574415230572,PPIA/TXN,2,,
8,GO:0007599,GO:0007599,hemostasis,4/40,231/18870,0.0014152171972256382,0.046202679085895836,0.03601574415230572,APOH/HBB/PPIA/PRDX2,4,,
8,GO:0031639,GO:0031639,plasminogen activation,2/40,27/18870,0.0014871197934021644,0.04671844764496325,0.036417794181280036,APOH/PGK1,2,,
8,GO:0000303,GO:0000303,response to superoxide,2/40,28/18870,0.0015993702797374807,0.04671844764496325,0.036417794181280036,PRDX2/SOD1,2,,
8,GO:0030194,GO:0030194,positive regulation of blood coagulation,2/40,28/18870,0.0015993702797374807,0.04671844764496325,0.036417794181280036,APOH/PRDX2,2,,
8,GO:1900048,GO:1900048,positive regulation of hemostasis,2/40,28/18870,0.0015993702797374807,0.04671844764496325,0.036417794181280036,APOH/PRDX2,2,,
8,GO:0000305,GO:0000305,response to oxygen radical,2/40,29/18870,0.0017155434233869712,0.048720908962220935,0.03797874553527322,PRDX2/SOD1,2,,
8,GO:0016485,GO:0016485,protein processing,4/40,245/18870,0.0017557084310710247,0.048720908962220935,0.03797874553527322,APOH/CTSL/PGK1/PRSS3,4,,
8,GO:0050820,GO:0050820,positive regulation of coagulation,2/40,30/18870,0.0018356229327040436,0.049696133056133865,0.03873894866964631,APOH/PRDX2,2,,
